Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type	Pol
1965-SDAURP_CE_Oct23_GPU.xml	945	implanter des équipements exceptionnels - grands musées d'art ou de techniques	il sera possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	945	pourront y être placés	pourront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	953	villes nouvelles	de vraies villes	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	953	villes nouvelles	par opposition à la succession uniforme de banlieues-dortoirs indifférenciées	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	954	l'urbanisation	les points forts	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	954	implantation des villes nouvelles	présentent donc les deux faces d'un seul et même problème	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	955	l'urbanisation consciente	consciente	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	955	l'urbanisation spontanée	spontanée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	961	se développer	la tendance très forte	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	964	ce processus	les inconvénients	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	965	L'extension en tache d'huile	peut être délibérément rejetée	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	965	L'extension en tache d'huile	un parti inacceptable	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	967	La disposition des villes nouvelles	est la méthode qui se présente à l'esprit la première	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	967	mettre fin à cette croissance indéfinie de l'agglomération	indéfinie	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	968	l'allongement ou l'agrandissement de l'agglomération actuelle	paraît rejeter	autre	
1965-SDAURP_CE_Oct23_GPU.xml	983	recueillir les activités desserrées de l'agglomération parisienne	leur aptitude naturelle	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	984	un bon aménagement du bassin parisien	Il ne paraît pas souhaitable	boul	neg
1965-SDAURP_CE_Oct23_GPU.xml	984	un bon aménagement du bassin parisien	Il ne paraît pas souhaitable	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	984	un bon aménagement du bassin parisien	bon	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	986	leur croissance	rien ne doit être fait qui entraverait	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	986	leur extension rapide	le soulagement	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	988	déplacer	sont plus difficiles	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	988	décentraliser l'expansion	il est plus facile	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	989	se localiseront	aussi facilement	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	989	se localiseront	ou pas plus difficilement	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	989	s'installent	il est préférable	boul	
1965-SDAURP_CE_Oct23_GPU.xml	990	ne puissent les accueillir	il y aurait un risque sérieux	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	990	ne puissent les accueillir	ne puissent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	993	urbanisation	menace constante	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	993	la ville nouvelle	il n'est pas douteux que l'on verrait	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	994	la création de villes en couronne	dernière considération s'opposant	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	995	une extension de la tache d'huile	des inconvénients	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	995	une extension de la tache d'huile	elle ne constitue au fond qu'un radioconcentrisme desserré	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	997	la poursuite de l'expansion spatiale en tache d'huile	conduit à rejeter	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	997	la croissance des villes du bassin parisien	la volonté de soutenir	boul	
1965-SDAURP_CE_Oct23_GPU.xml	997	l'implantation d'une couronne de villes intermédiaires	persuadent de refuser	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	997	une extension	le choix ne peut s'orienter que sur une extension	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	997	une extension	le choix ne peut s'orienter que sur une extension	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1001	la construction	les possibilités offertes	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1015	le desserrement inéluctable des activités économiques	C'est sans doute la seule espérance	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1015	leur développement nécessaire en surface	C'est sans doute la seule espérance	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1015	aboutissent à rapprocher dans les villes nouvelles logements et emplois	C'est sans doute la seule espérance	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1015	le desserrement inéluctable des activités économiques	inéluctable	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1015	leur développement nécessaire en surface	nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1018	leur desserrement	il est illusoire de prétendre organiser	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1019	les désirs d'agrandissement	les désirs	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1019	fera "exploser" spatialement	"exploser"	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1021	une explosion qui aura lieu	une explosion	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1022	bloquer l'actuelle zone agglomérée	il serait vain de vouloir	boul	neg
1965-SDAURP_CE_Oct23_GPU.xml	1022	bloquer l'actuelle zone agglomérée	il serait vain de vouloir	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1023	Le dynamisme de l'agglomération parisienne	ne peut être brisé	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1023	Le dynamisme de l'agglomération parisienne	il doit seulement être canalisé	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1024	l'expansion	il faut canaliser	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1028	l'essentiel de l'urbanisation	doit s'y localiser	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1031	doit par conséquent s'inscrire	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1033	une véritable mutation	doit subir	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1033	une véritable mutation	véritable	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1033	une mutation égale	faut-il l'espérer	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1033	une mutation égale	subir	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1037	établir enfin des liaisons efficaces	enfin	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1070	doit conduire à réaliser progressivement un réseau de transport	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1072	constituer un réseau adapté à cette agglomération telle qu'elle est	Il est donc nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1075	puisse enfin disposer de liaisons comparables	puisse	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1075	puisse enfin disposer de liaisons comparables	enfin	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1075	l'agglomération de demain	soit condamnée à n'être que l'extrapolation de celle d'aujourd'hui	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1085	serait possible, et d'aucuns n'y ont pas manqué, de concevoir une grande agglomération telle que celle de Paris	serait possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1091	l'extension de la ville	permet	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1098	la création de villes nouvelles ou de centres urbains rénovés	ne doit pas aboutir à une fragmentation, à un cloisonnement du marché unique en plusieurs marchés de l'emploi	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1107	L'implantation d'activités de bureau, de commerce et d'industrie	doit accroître les possibilités de choix, permettre, si cela est désiré, non pas désirable pour le planificateur, de rapprocher le travail de l'habitat	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1117	La création de villes nouvelles	doit redonner un sens	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1117	pourront s'ordonner	pourront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1123	doivent s'étendre	doivent	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1123	doivent s'étendre	sans perdre leur charme	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1141	l'aménagement du territoire national	le souci de contribuer	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1147	Le développement en tache d'huile	négligeait presque nécessairement la préoccupation du site	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1148	ont été gâchés tant de sites admirables de Paris et de ses environs immédiats	ont été gâchés	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1148	submergés par la marée désordonnée des constructions	submergés par la marée désordonnée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1149	rester vierges de constructions	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1149	l'urbanisation	il faut livrer	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1160	doivent être mis en valeur par l'œuvre	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1160	doivent être mis en valeur par l'œuvre	mis en valeur	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1167	le développement de la région	doit être orienté	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1172	devra aller	Inévitablement	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1172	devra aller	devra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1179	l'extension de l'agglomération parisienne	"marquer une volonté" d'aider les régions de l'ouest à résoudre leurs problèmes économiques	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1179	l'extension de l'agglomération parisienne	de tels "gestes" n'auraient à proprement parler aucun sens	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1184	des poussées spontanées	vont se manifester avec force	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1184	des poussées spontanées	spontanées	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1184	des poussées spontanées	demeureraient anarchiques	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1184	des poussées spontanées	prises en charge et disciplinées	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1192	gâcher	gâcher	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1192	la poussée des constructions	ont souffert	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1193	construire un ruban continu de logements et d'usines	il ne s'agit plus	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1195	gâchant un site irremplaçable	gâchant	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1195	peut être conçue	peut	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1196	peut être réservé aux sports nautiques, et aux quelques installations industrielles pour lesquelles la proximité du fleuve est indispensable	peut	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1196	peuvent mettre en valeur des sites qui sont généralement agréables	peuvent mettre en valeur	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1196	peuvent mettre en valeur des sites qui sont généralement agréables	peuvent mettre en valeur	autre	pos
1965-SDAURP_CE_Oct23_GPU.xml	1205	tous les développements	il ne serait pas réaliste d'espérer canaliser	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1205	les poussées	ne manqueront pas de se manifester	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1216	toutes les villes nouvelles	nécessaires	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1217	demeure et doit demeurer le cœur de l'agglomération	il est évident	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1217	demeure et doit demeurer le cœur de l'agglomération	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1218	la poussée de l'agglomération présente	spontanément et avec un grand dynamisme	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	la poussée de l'agglomération présente	est prise en compte et organisée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	aucune création artificielle de ville nouvelle	artificielle	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	aucune création artificielle de ville nouvelle	n'aurait pu briser	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	cette poussée naturelle	n'aurait pu briser	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	cette poussée naturelle	naturelle	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1219	les banlieues actuelles, enfin reliées entre elles, progressivement rénovées, restructurées	enfin	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1219	la constitution de quelques centres urbains dignes de ce nom - Nanterre, Saint-Denis, Bobigny, Créteil, Rungis-Choisy-le-Roi	dignes de ce nom	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1220	soit mis fin au recul, jusqu'à présent constant, des espaces libres	doit permettre	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1220	peuvent être conservés	peuvent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1220	îlots de verdure sans cesse grignotés	grignotés	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1223	pourront croître	pourront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1223	pourront croître	raisonnablement	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1251	l'urbanisation	de mauvaise qualité	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1282	développement urbain	de grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1285	doubler	il paraît nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1288	l'amorce d'une deuxième transversale du R.E.R.	pourrait, en utilisant la ligne existante de Gennevilliers, constituer	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1288	Le doublement de la ligne de Pontoise	sera nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	doit se transformer	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	une rénovation mesurée	mesurée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1291	permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels	permettra, en respectant le cadre de la cité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	doit être créé	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	doivent devenir le centre universitaire du Nord	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1292	l'organisation de ce secteur	sera possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1292	la création de ces trois pôles urbains	sera possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1293	doit accueillir le principal des centres urbains de la "vallée de Montmorency"	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1294	pourra s'établir	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1301	permet de réaliser un ensemble urbain de grande qualité	permet	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1302	peut être aménagée	peut	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1307	Sa création	influe nécessairement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1307	l'aménagement du secteur Nord-Est de l'agglomération de Paris	influe nécessairement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1313	pourra être créé	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1316	permettra de créer à Bobigny un centre secondaire d'emplois et de commerces	permettra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1316	restructuration de l'ensemble du secteur	un élément essentiel	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1320	un développement industriel	aient bénéficié	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1324	l'aménagement de la partie de la vallée de l'Oise située en région de Paris	on ne peut traiter	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1326	un développement important	destinée à recevoir	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1326	un développement important	important	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1326	crée la voie routière souhaitable	souhaitable	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1326	peut encore, si cette orientation générale est en définitive retenue, devenir, par l'amélioration des conditions de navigation, une voie fluviale beaucoup plus importante qu'aujourd'hui	peut encore	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1327	l'expansion urbaine et industrielle	devrait être la plus vigoureuse	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1327	l'expansion urbaine et industrielle	devrait être la plus vigoureuse	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1340	cette densification	a rendu plus inextricables les problèmes de circulation	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1344	a pu être préservé	a pu	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1345	une densification en immeubles collectifs	ont subi	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1356	L'évolution des communes proches du boulevard périphérique	nécessitera	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1356	des actions de rénovation	nécessitera	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1356	la création d'espaces verts et d'équipements	nécessitera	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1359	les expansions	permettront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1360	une extension très limitée	compatible avec le respect de leur caractère propre	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1363	La création d'une faculté	devrait confirmer ce caractère	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1364	seront raccordés	pour assurer plus efficacement les liaisons de ce centre préfectoral avec la Capitale	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1365	Les poussées	doivent être contenues	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1365	la préservation des prolongements du site historique	mettent en cause	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1367	une phase de mise en ordre et d'équipement	devront connaître	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1368	doit être impérativement sauvegardée	doit être impérativement	autre	pos
1965-SDAURP_CE_Oct23_GPU.xml	1368	doit être impérativement sauvegardée	doit être impérativement	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1369	cette sauvegarde	permettra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1369	cette sauvegarde	au plus grand bénéfice de la zone et de l'ensemble de l'agglomération	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	permettra de prendre en compte et d'orienter de manière plus efficace	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	permettra de prendre en compte et d'orienter de manière plus efficace	autre	pos
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	extrêmement dynamique	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	désordonné	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1374	la réalisation d'infrastructures d'accueil	se prêtera	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1378	desserrement industriel souhaité	souhaité	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1391	l'amélioration du tracé de la R.N. 306	l'amélioration	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1397	ne doivent pas pour autant perdre leur caractère rural	ne doivent pas	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1402	le dynamisme existant actuellement	permettra d'orienter	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1403	leur développement spontané et anarchique	spontané	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1403	leur développement spontané et anarchique	anarchique	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1404	Cette forme de développement	rendrait très difficile, sinon impossible une politique rationnelle des infrastructures primaires de relation	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1405	une pression inquiétante	inquiétante	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1406	l'équilibre général de la région urbaine	vitale	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1406	doivent conserver leur caractère propre de réserves naturelles	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1406	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	susceptibles	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1409	permettra de recevoir sur des sites favorables les activités et les agglomérations nouvelles	permettra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1433	l'organisation de la région de Paris	une vocation privilégiée	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1434	un développement modéré	permet donc de conserver	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1436	L'aménagement de la vallée	doit donc être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1436	l'organisation de deux fonctions	doit donc être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1436	peuvent être aménagés	peuvent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1437	pourra constituer le plus vaste ensemble de loisirs de la région de Paris	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1438	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	plus modestes	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1438	la réalisation d'un plan d'eau de compétition	peut présenter un attrait non négligeable	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1440	établir un secteur d'activité	la possibilité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1447	le développement de cette agglomération	doit être prévu	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1447	la construction d'un pont	permettant d'accéder	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1462	ont été livrés à l'habitat	ont été livrés	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1474	créer une gare de grande ligne	la possibilité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1477	l'aménagement	devra être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1477	une amélioration de leur équipement et de leur organisation interne	devra être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1477	une amélioration de leur équipement et de leur organisation interne	une amélioration	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1493	doit accélérer la naissance d'un pôle structurateur important	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1502	ces développements urbains	bénéficieront	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1502	leur aménagement	devra être orienté	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1511	devront être aménagées	devront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1512	devront être protégés et aménagés	devront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1525	la création de "secteurs mixtes" importants	d'une qualité assez médiocre	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1532	subsistent encore	subsistent encore	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1535	les plus grandes possibilités d'urbanisation	les plus grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1537	la création d'infrastructures routières et ferrées	qui contribueront à mettre une certaine unité	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourront être désaffectés	pourront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourraient cependant être localisés des écoles ou des équipements publics	pourraient	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1546	cette nouvelle autoroute	l'élément majeur	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1551	doit être préservé et exploité	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1551	en évitant la construction dans les lotissements existants d'immeubles importants	au hasard des parcelles libres	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1553	Ces aménagements	seront facilités	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1557	en cours d'expansion très rapide	très rapide	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1563	Très bien relié à Paris	Très bien	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1564	pourra, à côté d'un ensemble universitaire, accueillir des établissements commerciaux ou de caractère tertiaire et des immeubles de bureaux	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1566	de grandes possibilités d'aménagement	de grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1571	des transformations importantes	va subir	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1571	des transformations importantes	importantes	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1572	la mutation de l'agglomération parisienne	les facteurs qui poussent		
1965-SDAURP_CE_Oct23_GPU.xml	1580	ne peuvent trouver place	ne peuvent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1580	devront aussi se localiser des habitations individuelles, résidences principales établies sur des propriétés de plusieurs hectares, ou groupées en hameaux; des clubs, des villages de vacances, parfois même des activités, industrielles par exemple	devront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1581	Ces réalisations	doivent être contrôlées	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1581	compromettre	compromettre	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1587	leur expansion	l'influence directe de Paris ayant brisé	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1590	des constructions nouvelles	souvent peu en harmonie avec le caractère de ces villes	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1592	l'expansion de chacune d'elles	il reste souhaitable	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1592	l'expansion de chacune d'elles	il reste souhaitable	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1593	développement de la ville	doivent être conçus	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1593	nouvelles constructions	doivent être conçus	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1593	mérite d'être conservé	mérite	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1597	une transformation profonde	profonde	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1624	rénovation	efforts	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1624	rénovation	autant de preuves	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1624	les projets en cours de voies nouvelles	autant de preuves	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1625	l'évolution souhaitée de l'agglomération	souhaitée	boul	pos
1965-SDAURP_CE_Oct23_GPU.xml	1625	l'évolution souhaitée de l'agglomération	souhaitée	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1642	déplacer Notre-Dame ni la Sorbonne	personne n'a proposé	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1644	en décentrant la capitale	croyant	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1656	sa croissance	les problèmes	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1659	un glissement et un étirement trop prononcé vers l'ouest du centre des grandes affaires	Le premier élément de risque	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1659	un glissement et un étirement trop prononcé vers l'ouest du centre des grandes affaires	trop prononcé	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1661	l'implantation rapide d'immeubles de bureaux	rapide	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1664	développer davantage vers l'ouest le centre des affaires de l'agglomération	il ne s'en suit aucunement une volonté	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1665	arrêter à la Défense l'extension à l'ouest du centre des grandes affaires	la nécessité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1665	rééquilibrer Paris	la nécessité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1670	ne pourrait placer	ne pourrait	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1670	ne pourrait placer	qu'au prix de dépenses sans mesure et sans justification	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1672	Ce développement nécessaire et possible	nécessaire	autre	
