Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	axe_temp	absolu	Type
1965-SDAURP_CE_Oct23_GPU.xml	1711	desserrement	après-demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1715	ont gardé au cours des siècles beaucoup d'espaces	au cours des siècles	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1724	un "bourrage" d'habitat	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1781	l'évolution urbaine	des vingt dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1783	la future organisation urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1956	300 établissements industriels récemment créés	récemment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1960	l'ouverture d'un nouvel aéroport	dans une dizaine d'années	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2015	la future organisation urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2029	construit	avant la première guerre mondiale	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	2029	n'a guère évolué	jusqu'à une date récente	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2076	a vu le jour	avant 1940	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	2077	s'ouvre le premier tronçon de l'autoroute du Sud	1960	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	2137	une nouvelle transformation radicale	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2140	remettre en cause, à cette échéance, la forme des villes	à cette échéance	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2140	peut aujourd'hui concevoir	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2153	les réseaux de transport futurs	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2201	ne pourrait être réalisée d'ici à la fin du siècle	d'ici à la fin du siècle	fut	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	2208	ses futures extensions	futures	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2277	Le réseau routier futur	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2282	des différentes routes futures	futures	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2309	ouvrages à réaliser	à moyen terme	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	2309	les élargissements futurs	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2327	la future préfecture d’Évry	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2352	le futur axe urbain	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2372	Le réseau routier futur	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2406	la future région urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2411	celle construite récemment	récemment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2662	devrait s'accroître	d'ici à la fin du siècle	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2673	les vagues successives d'expansion	depuis près d'un siècle	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2679	le développement	le moins ancien	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2687	submergés	maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2691	une évolution continue	depuis le début du siècle	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2693	Les mouvements observés	au cours des dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2695	l'exode industriel	Entre les deux derniers recensements de population	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2697	l'évolution récente	récente	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2719	l'implantation des industries	jusqu'alors	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2757	les futurs centres urbains	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2758	remplir les nouveaux centres	plusieurs années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	2762	peuvent s'implanter rapidement	rapidement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2795	futures zones urbanisées	futures	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2801	quartiers construits successivement	successivement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2801	futur centre de la ville	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2807	soient mises en place	dès la naissance des villes nouvelles	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2884	ont grandi	Les siècles ont passé	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2885	construire	presque jusqu'au milieu du xxe siècle	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	2922	des aménagements	dès maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2949	complété par un auditorium de 3.000 places	éventuellement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2971	en pleine évolution	Aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2986	n'a pas été prévue	aux époques - fort anciennes pour certains quartiers, mais parfois très récentes ailleurs - où était possible ce qui ne l'est plus	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2991	la région urbaine de demain	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	3028	ce Paris dessiné	en 1965	pres	oui	
2014-Peter_CE_Oct23.xml	48	n’ai d’ailleurs pas réalisé un seul parc ou jardin	en trente ans	pas		dur
2014-Peter_CE_Oct23.xml	66	devenir de la tour Utrillo	devenir	fut		
2014-Peter_CE_Oct23.xml	90	a profondément transformé la ville et son agglomération	dans la durée			dur
2014-Peter_CE_Oct23.xml	140	cette ville du futur	futur	fut		
2014-Peter_CE_Oct23.xml	143	Un lieu ouvert	en 2010	pas	oui	
2014-Peter_CE_Oct23.xml	148	se fera	désormais			
2014-Peter_CE_Oct23.xml	157	la ville de demain	demain	fut		
2014-Peter_CE_Oct23.xml	174	évolutions de la rue	à travers le XX e siècle	pas		dur
2014-Peter_CE_Oct23.xml	176	réaménageons actuellement ce site éventré	actuellement	pres		dur
2004-Portzamparc_CE_Oct23.xml	14	la ville de demain	demain	fut		
2004-Portzamparc_CE_Oct23.xml	62	le Château d’eau étant construit	En 1974	pas	oui	
2004-Portzamparc_CE_Oct23.xml	102	ai construit à cette époque un foyer de personnes âgées	à cette époque	pas		
2004-Portzamparc_CE_Oct23.xml	114	création architecturale intense	après cette période	pas		
2004-Portzamparc_CE_Oct23.xml	114	projets urbains	à partir de 1988	pas		dur
2004-Portzamparc_CE_Oct23.xml	194	déployer un nouveau territoire	au XVIII e siècle	pas	oui	dur
2004-Portzamparc_CE_Oct23.xml	232	ai construit le musée Bourdelle, la tour de Lille, les logements de Fukuoka, au Japon	À cette époque	pas		dur
2004-Portzamparc_CE_Oct23.xml	247	le futur de la ville	futur	fut		
2004-Portzamparc_CE_Oct23.xml	265	n’a été mis à l’alignement des rues	pendant une période précise	pas		dur
2004-Portzamparc_CE_Oct23.xml	292	construisons actuellement une partie d’île divisée en deux	actuellement	pres		dur
2004-Portzamparc_CE_Oct23.xml	330	sont donc, dans le temps, divisibles, vendables, commercialisables	dans le temps	fut		
2004-Portzamparc_CE_Oct23.xml	368	une croissance urbaine	en ces années	pres		dur
2004-Portzamparc_CE_Oct23.xml	378	condominiums réalisés	récemment	pas		
2004-Portzamparc_CE_Oct23.xml	390	une évolution facile	dans la durée	fut		dur
2004-Portzamparc_CE_Oct23.xml	404	le projet Masséna	dans la durée			dur
2004-Portzamparc_CE_Oct23.xml	427	s’ajustaient les uns aux autres	au fil des réalisations	pas		dur
2004-Portzamparc_CE_Oct23.xml	456	la ville de demain	demain	fut		
2013-Vigano_CE_Oct23.xml	7	la construction territoriale	dans le temps long			dur
2013-Vigano_CE_Oct23.xml	25	les petites entreprises installées	années 1990, durant lesquelles	pas	oui	dur
2013-Vigano_CE_Oct23.xml	44	avons réalisée	entre 2005 et 2007	pas	oui	dur
2013-Vigano_CE_Oct23.xml	69	n’a toujours pas évolué	Aujourd’hui	pres		
2013-Vigano_CE_Oct23.xml	69	n’a toujours pas évolué	après quinze ans	pas		
2013-Vigano_CE_Oct23.xml	119	Élaboration d’une vision territoriale métropolitaine	à l’horizon 2040			
2013-Vigano_CE_Oct23.xml	145	Penser l’avenir	l’avenir	fut		
2013-Vigano_CE_Oct23.xml	147	se modifie et se transforme	dans la durée			dur
2013-Vigano_CE_Oct23.xml	221	l’élaboration d’une vision territoriale métropolitaine	à l’horizon 2040	fut		
2013-Vigano_CE_Oct23.xml	273	des basses terres généralement asséchées	dans le passé	pas		
2013-Vigano_CE_Oct23.xml	323	la re-modélisation des terres basses immergées	après le grand assèchement du siècle dernier			
2013-Vigano_CE_Oct23.xml	326	des actions réalisables dès à présent	dès à présent	pres		
2013-Vigano_CE_Oct23.xml	352	l’entretien, la réparation et le remplacement des infrastructures sont effectués régulièrement	régulièrement	fut		dur
2013-Vigano_CE_Oct23.xml	461	les grandes opérations de déviation des rivières	au XVIe siècle	pas	oui	
2013-Vigano_CE_Oct23.xml	461	les travaux de remise en état des terres basses et humides	dans les années 1930 durant la période fasciste	pas	oui	
2013-Vigano_CE_Oct23.xml	488	urbanisation acceptée collectivement	les cent ans	pas		dur
2013-Vigano_CE_Oct23.xml	501	le futur de ce type de relations avec la rivière	futur	fut		
2013-Vigano_CE_Oct23.xml	527	Notre projet, réalisé	durant ces années	pas		dur
2013-Vigano_CE_Oct23.xml	559	l’expérience réalisée	entre 2003 et 2008	pas	oui	dur
2013-Vigano_CE_Oct23.xml	603	réaménagement de la zone d’expansion du fleuve, actuellement en cours	actuellement en cours	pres		dur
2013-Vigano_CE_Oct23.xml	637	l’avenir du bassin de la Durance	l’avenir	fut		
2013-Vigano_CE_Oct23.xml	651	remettre en culture des zones abandonnées	depuis longtemps	pas		dur
2013-Vigano_CE_Oct23.xml	662	la réalisation de l’Appalachian Trail	Dans les années 1920	pas	oui	
2013-Vigano_CE_Oct23.xml	788	a été transformé	Après la guerre	pas		
2013-Vigano_CE_Oct23.xml	797	les transformations futures du domaine	futures	fut		
2013-Vigano_CE_Oct23.xml	805	ne peut se réaliser dans des délais très courts	dans des délais très courts			
2013-Vigano_CE_Oct23.xml	820	Imaginer la ville de demain	demain	fut		
2013-Vigano_CE_Oct23.xml	822	le futur de la ville et de son territoire	futur	fut		
2014-Bonnet_CE_Oct23.xml	53	Le travail	dix ans	pas		dur
2014-Bonnet_CE_Oct23.xml	189	édifiées	jadis	pas		
2014-Bonnet_CE_Oct23.xml	220	la ville de demain	demain	fut		
2014-Bonnet_CE_Oct23.xml	227	le devenir du secteur de Senia (pôle Orly-Rungis)	devenir	fut		
2014-Bonnet_CE_Oct23.xml	267	notre premier projet	en 1994	pas	oui	
2014-Bonnet_CE_Oct23.xml	350	le projet d’Alicante	en 1994	pas	oui	
2014-Bonnet_CE_Oct23.xml	404	évoluera	plus tard	fut		
2014-Bonnet_CE_Oct23.xml	407	un parc aménagé	2012	pas	oui	
2014-Bonnet_CE_Oct23.xml	436	s’installent côte à côte	dès 2020	pas	oui	
2014-Bonnet_CE_Oct23.xml	453	sont édifiés au fur et à mesure de la disponibilité des parcelles	au fur et à mesure de la disponibilité des parcelles			dur
2014-Bonnet_CE_Oct23.xml	503	construisit le Finlandia Hall	pour la conférence internationale de 1975	pas	oui	
2014-Bonnet_CE_Oct23.xml	504	l’implantation de l’opéra, du musée d’art contemporain de Steven Holl et, vingt ans après, celle du philharmonique et de la bibliothèque	trente ans plus tard, il a guidé l’implantation de l’opéra, du musée d’art contemporain de Steven Holl et, vingt ans après, celle du philharmonique et de la bibliothèque	pas		
2014-Bonnet_CE_Oct23.xml	513	le devenir de ces terrains	le devenir	fut		
2014-Bonnet_CE_Oct23.xml	568	ses parcelles se densifier	peu à peu	pas		dur
2014-Bonnet_CE_Oct23.xml	568	« à urbaniser »	avant le nouveau PLU	pas		
2014-Bonnet_CE_Oct23.xml	712	aménager et gérer le site sur la durée	sur la durée			dur
2014-Bonnet_CE_Oct23.xml	729	les mutations de ce site	Depuis vingt ans	pas		dur
2014-Bonnet_CE_Oct23.xml	729	l’arrivée du métro	2004	pas	oui	
2014-Bonnet_CE_Oct23.xml	731	le campus, dessiné par l’architecte René Egger en 1969	en 1969	pas	oui	
2014-Bonnet_CE_Oct23.xml	761	le premier aménagement réalisé, livré en 2014	livré en 2014	pas	oui	
2014-Bonnet_CE_Oct23.xml	854	avaient été réalisées précédemment	précédemment	pas		
2011-Desvigne_CE_Oct23.xml	44	varie en permanence	en permanence	pres		dur
2011-Desvigne_CE_Oct23.xml	84	les deux projets d’Issoudun	Dix ans séparent	pas		
2011-Desvigne_CE_Oct23.xml	86	son étalement récent	récent	pas		
2011-Desvigne_CE_Oct23.xml	90	ses futures extensions	futures	fut		
2011-Desvigne_CE_Oct23.xml	103	l’accueil de futurs quartiers	après une période d’abandon probable de quinze ans			dur
2011-Desvigne_CE_Oct23.xml	103	futurs quartiers	futurs	fut		
2011-Desvigne_CE_Oct23.xml	105	Le quartier futur imaginé	futur	fut		
2011-Desvigne_CE_Oct23.xml	151	restent à l’abandon	vingt à trente ans			dur
2011-Desvigne_CE_Oct23.xml	152	une sorte de jachère périurbaine	dure vingt ans			dur
2011-Desvigne_CE_Oct23.xml	153	agir sans attendre sur le territoire	sans attendre			
2011-Desvigne_CE_Oct23.xml	154	un mode de gestion sur une longue durée	sur une longue durée			dur
2011-Desvigne_CE_Oct23.xml	264	grands étalements urbains	du siècle dernier	pas		dur
2011-Desvigne_CE_Oct23.xml	295	le développement de Washington	de 1901 à 1950	pas	oui	dur
2011-Desvigne_CE_Oct23.xml	321	la ville de demain	demain	fut		
2011-Desvigne_CE_Oct23.xml	337	mettre en place une stratégie d’aménagement	sur un temps long	fut		dur
2011-Desvigne_CE_Oct23.xml	339	l’aménagement futur	futur	fut		
2011-Desvigne_CE_Oct23.xml	340	l’aménagement des territoires	aujourd’hui			
2011-Desvigne_CE_Oct23.xml	413	l’essentiel de cet environnement construit	datant de la seconde moitié du XXe siècle	pas		
2011-Desvigne_CE_Oct23.xml	417	projets de transformations	dans un temps long	fut		dur
2011-Desvigne_CE_Oct23.xml	417	créer un nouveau quartier	une trentaine d’années	fut		dur
2011-Desvigne_CE_Oct23.xml	422	se réalise	Aujourd’hui	pres		
2011-Desvigne_CE_Oct23.xml	424	permet de fabriquer de vastes territoires	dans la durée			dur
2011-Desvigne_CE_Oct23.xml	426	se transforme par strates	Sur une telle durée	pas		dur
2011-Desvigne_CE_Oct23.xml	430	réalise vraiment le réseau des chemins	Plus tard	fut		
2011-Desvigne_CE_Oct23.xml	445	se sont déplacées	Depuis longtemps	pas		dur
2011-Desvigne_CE_Oct23.xml	446	La transformation de la rive droite	durera plusieurs dizaines d’années	fut		dur
2011-Desvigne_CE_Oct23.xml	473	substituer au parc unitaire	Dès 2000	pas		
2011-Desvigne_CE_Oct23.xml	489	la fabrication de la ville	ce temps long			dur
2011-Desvigne_CE_Oct23.xml	492	le futur aménagement	futur	fut		
2011-Desvigne_CE_Oct23.xml	494	fabrication du paysage zéro	Le temps court			dur
2011-Desvigne_CE_Oct23.xml	494	l’aménagement global du site	le temps long			dur
2011-Desvigne_CE_Oct23.xml	497	futurs quartiers	futurs	fut		
2011-Desvigne_CE_Oct23.xml	498	les dessins futurs	futurs	fut		
2011-Desvigne_CE_Oct23.xml	498	le futur campus	futur	fut		
2011-Desvigne_CE_Oct23.xml	501	des quartiers à venir	à venir	fut		
2011-Desvigne_CE_Oct23.xml	504	futur parc potentiel	futur	fut		
2011-Desvigne_CE_Oct23.xml	512	le futur jardin central	le futur	fut		
2011-Desvigne_CE_Oct23.xml	517	sera remplacée plus tard	plus tard	fut		
2011-Desvigne_CE_Oct23.xml	534	a été mis en place	au XIXe siècle	pas		
2011-Desvigne_CE_Oct23.xml	574	la transformation du plateau de Saclay	temps très long	fut		
2011-Desvigne_CE_Oct23.xml	576	édification et de confortement des parcs-campus	Le temps			dur
2011-Desvigne_CE_Oct23.xml	669	petit parc public réalisé	dans les années 1990	pas	oui	dur
2011-Desvigne_CE_Oct23.xml	676	peuvent à terme composer	à terme	fut		
2011-Desvigne_CE_Oct23.xml	685	incorpore dès le début équipements, parcs de stationnement et réserves	dès le début			
2011-Desvigne_CE_Oct23.xml	696	ont traité leurs espaces publics	depuis vingt ans	pas		dur
2011-Desvigne_CE_Oct23.xml	767	la construction de lourdes infrastructures	les vingt dernières années	pas		dur
2011-Desvigne_CE_Oct23.xml	805	La mutation de ce quartier	durera plusieurs années	fut		dur
2018-TER_CE_Oct23.xml	165	sera réalisé	par la suite	fut		
2018-TER_CE_Oct23.xml	197	la future A14	future	fut		
2018-TER_CE_Oct23.xml	197	les infrastructures actuelles et futures	futures	fut		
2018-TER_CE_Oct23.xml	199	des jardins partagés et des émergences architecturales existantes et à venir	à venir	fut		
2018-TER_CE_Oct23.xml	201	l’intervention des architectes et des paysagistes	en amont	pas		
2018-TER_CE_Oct23.xml	207	l’avenir de ce territoire post-industriel	l’avenir	fut		
2018-TER_CE_Oct23.xml	211	cette future métropole	future	fut		
2018-TER_CE_Oct23.xml	213	futur projet	futur	fut		
2018-TER_CE_Oct23.xml	249	au linéaire de quais industriels devenus peu à peu friches	peu à peu	pas		dur
2018-TER_CE_Oct23.xml	257	un plein essor	dans les années trente	pas	oui	dur
2018-TER_CE_Oct23.xml	258	est en pleine renaissance	Aujourd’hui	pres		dur
2018-TER_CE_Oct23.xml	272	mener à terme la réalisation	deux ans plus tard	pas		
2018-TER_CE_Oct23.xml	275	espace déjà réaménagé	lors de la grande époque de la revitalisation de l’espace public barcelonais	pas		
2018-TER_CE_Oct23.xml	296	un vaste processus de réaménagement de la rive droite du fleuve Huangpu	Depuis 2016	pas	oui	dur
2018-TER_CE_Oct23.xml	297	des berges jusqu’ici peu aménagées	jusqu’ici	pas		dur
2018-TER_CE_Oct23.xml	303	quartiers en devenir	en devenir	fut		
2018-TER_CE_Oct23.xml	309	la création d’un parking souterrain	dans les années cinquante	pas	oui	
2018-TER_CE_Oct23.xml	325	la ville écologique du futur	futur	fut		
2018-TER_CE_Oct23.xml	328	son urbanisation à venir	à venir	fut		
2018-TER_CE_Oct23.xml	334	organiser son avenir	avenir	fut		
2018-TER_CE_Oct23.xml	340	nombreux aménagements attractifs futurs	futurs	fut		
2018-TER_CE_Oct23.xml	348	l’avenir de l’infrastructure routière périphérique	l’avenir	fut		
2018-TER_CE_Oct23.xml	349	la coupure infrastructurelle introduite	dans les années soixante	pas	oui	
2018-TER_CE_Oct23.xml	368	Les actions sur les grands territoires	de très longues durées			dur
2018-TER_CE_Oct23.xml	395	générant immédiatement de nouveaux cheminements, de nouveaux espaces publics en réseau	immédiatement			
2018-TER_CE_Oct23.xml	474	futurs projets urbains	futurs	fut		
2018-TER_CE_Oct23.xml	495	se modifie	au fur et à mesure de l’intégration des « campagnes habitées » à ses processus de décision et de fabrication	pres		dur
2018-TER_CE_Oct23.xml	553	prolongée	en 2000	pas	oui	
2018-TER_CE_Oct23.xml	565	la ville-parc du Vésinet initiée au milieu du xixe siècle	au milieu du xixe siècle	pas	oui	
2018-TER_CE_Oct23.xml	566	futur quartier	futur	fut		
2018-TER_CE_Oct23.xml	577	futur quartier	futur	fut		
2018-TER_CE_Oct23.xml	621	subissent depuis lors inondations et sécheresse	depuis lors	pas		dur
2018-TER_CE_Oct23.xml	682	reconversion	à terme	fut		
2018-TER_CE_Oct23.xml	699	devenue carrefour stratégique	depuis la réalisation du quartier 22@	pas		
1958-padog_CE_Oct23_GPU.xml	2	se sont accrus	Depuis 1880	pas	oui	dur
1958-padog_CE_Oct23_GPU.xml	4	l’embellissement de Paris	au cours de notre histoire	pas		dur
1958-padog_CE_Oct23_GPU.xml	4	n’ont ajouté à « la plus belle ville du monde » qu’une banlieue indifférenciée, sans style et sans âme	les cent dernières années	pas		dur
1958-padog_CE_Oct23_GPU.xml	8	se prépara puis s’accomplit le renouveau de la France	Après dix années sombres			
1958-padog_CE_Oct23_GPU.xml	11	doit évoluer le Paris futur	futur	fut		
1958-padog_CE_Oct23_GPU.xml	18	devenir au cours des 80 dernières années cette agglomération géante	au cours des 80 dernières années	pas		dur
1958-padog_CE_Oct23_GPU.xml	23	se sons basties	depuis vingt ans	pas		dur
1958-padog_CE_Oct23_GPU.xml	23	se bastissent	encores de nouveau chaque jour	pres		dur
1958-padog_CE_Oct23_GPU.xml	31	l’accroissement continuel et de l’augmentation de « la grande ville	A cette époque	pas		
1958-padog_CE_Oct23_GPU.xml	36	l’extension des limites à l’intérieur desquelles on percevait l’impôt	En 1785	pas	oui	
1958-padog_CE_Oct23_GPU.xml	41	est intégrée	en 1859	pas	oui	
1958-padog_CE_Oct23_GPU.xml	42	s’accroîtra	En moins de 80 ans	pas		dur
1958-padog_CE_Oct23_GPU.xml	51	La démolition des anciennes fortifications de la Capitale	achevée en 1930	pas	oui	
1958-padog_CE_Oct23_GPU.xml	132	les opérations	au cours des prochaines années	fut		dur
1958-padog_CE_Oct23_GPU.xml	133	l’avenir de la Région	l’avenir	fut		
1958-padog_CE_Oct23_GPU.xml	162	certaines opérations	à long terme			dur
1958-padog_CE_Oct23_GPU.xml	162	n’ont pu être étudiées et matérialisées	dès à présent	pres		
1958-padog_CE_Oct23_GPU.xml	162	puissent ainsi être réalisées	le moment venu			
1958-padog_CE_Oct23_GPU.xml	173	La concentration industrielle	à partir du XIXe siècle	pas		dur
1958-padog_CE_Oct23_GPU.xml	184	son accroissement particulièrement rapide	depuis la fin du XIXe siècle	pas		dur
1958-padog_CE_Oct23_GPU.xml	190	nouveaux groupes d'habitation terminés	depuis cette date	pas		dur
1958-padog_CE_Oct23_GPU.xml	292	l’agglomération de demain	demain	fut		
1958-padog_CE_Oct23_GPU.xml	297	se soit développé	au cours des siècles	pas		dur
1958-padog_CE_Oct23_GPU.xml	298	Des tracés importants apparus	sous Napoléon Ier	pas		
1958-padog_CE_Oct23_GPU.xml	349	réalisations	au cours des derniers siècles	pas		dur
1958-padog_CE_Oct23_GPU.xml	415	675 opérations de décentralisation	1er octobre 1950 au 1er juin 1960	pas	oui	dur
1958-padog_CE_Oct23_GPU.xml	433	un développement considérable des nouvelles activités à caractère scientifique, principalement centres de recherches et laboratoires d’études de toute nature	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GPU.xml	434	De telles créations ne pourraient-elles pas trouver place	à l’avenir	fut		
1958-padog_CE_Oct23_GPU.xml	443	prévoir les nouveaux établissements universitaires indispensables	au cours des prochaines années	fut		dur
1958-padog_CE_Oct23_GPU.xml	447	le développement très important du secteur tertiaire	au cours de ces dernières années	pas		dur
1958-padog_CE_Oct23_GPU.xml	474	doivent être réalisés	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GPU.xml	477	pourront-elles y être implantées	simultanément			
1958-padog_CE_Oct23_GPU.xml	478	s’y développent	spontanément			
1958-padog_CE_Oct23_GPU.xml	595	pouvoir être réalisés successivement dans le temps	successivement dans le temps	fut		iter
1958-padog_CE_Oct23_GPU.xml	599	toutes réalisations de cette importance qui s’échelonneront	suivant une période plus ou moins longue	fut		dur
1958-padog_CE_Oct23_GPU.xml	605	son développement	jusqu’à présent	pas		dur
1958-padog_CE_Oct23_GPU.xml	619	un transfert de ces installations aéronautiques	dans l’avenir	fut		
1958-padog_CE_Oct23_GPU.xml	639	le futur Parc de La Courneuve	futur	fut		
1958-padog_CE_Oct23_GPU.xml	654	certains ensembles réalisés	Au cours des dernières années	pas		dur
1958-padog_CE_Oct23_GPU.xml	683	la construction dans PARIS même de grands édifices publics	au cours des dernières années	pas		dur
1958-padog_CE_Oct23_GPU.xml	684	les possibilités d’avenir de cette Région	avenir	fut		
1958-padog_CE_Oct23_GPU.xml	727	l’évolution future de la Région Parisienne	future	fut		
1958-padog_CE_Oct23_GPU.xml	739	la cadence actuelle de destruction	actuelle	pres		dur
1958-padog_CE_Oct23_GPU.xml	743	pourrait être réalisé	dans un délai de 15 ans	pas		dur
1958-padog_CE_Oct23_GPU.xml	745	le remplacement	dans les plus brefs délais	pas		
1958-padog_CE_Oct23_GPU.xml	746	un étalement	sur une période de 15 ans	pas		fut
1958-padog_CE_Oct23_GPU.xml	753	les 427.000 logements neufs réalisés	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GPU.xml	754	les 60.000 logements insalubres et les 160.000 logements vétustes supposés reconstruits	assez rapidement	pas		
1958-padog_CE_Oct23_GPU.xml	785	l’effort considérable de construction	depuis quelques années	pas		dur
1958-padog_CE_Oct23_GPU.xml	786	69.000 logements terminés	en 1957	pas	oui	
1958-padog_CE_Oct23_GPU.xml	792	un volume de construction de 60.000 logements par an à soutenir	pendant 10 ans			dur
1958-padog_CE_Oct23_GPU.xml	798	la rénovation de l’habitat parisien	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GPU.xml	821	ces opérations	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GPU.xml	842	tous les terrains qui sont ainsi susceptibles d’être urbanisés	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GPU.xml	896	les concentrations réalisées	à la fin du XIXe siècle	pas	oui	dur
1958-padog_CE_Oct23_GPU.xml	1004	La réalisation de cette prévision	la deuxième moitié du XXe siècle	fut	oui	dur
1958-padog_CE_Oct23_GPU.xml	1023	Aucune transformation importante	depuis les grandes opérations de voirie réalisée par HAUSSMANN ou ses successeurs	pas		
1958-padog_CE_Oct23_GPU.xml	1025	l’autoroute de l’Ouest mise en service	depuis la guerre	pas		
1958-padog_CE_Oct23_GPU.xml	1075	devant être dans l’avenir le grand terrain d’aviation de la Région Parisienne	dans l’avenir	fut		
1958-padog_CE_Oct23_GPU.xml	1076	un certain nombre d’opérations	depuis plusieurs années	pas		dur
1958-padog_CE_Oct23_GPU.xml	1082	remplacer ultérieurement l’aéroport du BOURGET	ultérieurement	fut		
1958-padog_CE_Oct23_GPU.xml	1084	L’avenir de cet aérodrome	L’avenir	fut		
1958-padog_CE_Oct23_GPU.xml	1096	centres d’activité, actuels ou futurs	futurs	fut		
1958-padog_CE_Oct23_GPU.xml	1119	l’évolution future de la Région Parisienne	future	fut		
1958-padog_CE_Oct23_GPU.xml	1143	la voie des réalisations	sur une période qui ne devrait pas excéder 5 ans	fut		dur
1958-padog_CE_Oct23_GPU.xml	1178	Les Halles Centrales construites	il y a 100 ans	pas	oui	
1958-padog_CE_Oct23_GPU.xml	1209	étudié depuis de longues années	actuellement	pres		dur
1958-padog_CE_Oct23_GPU.xml	1310	un futur stade de 100.000 places	futur	fut		
1958-padog_CE_Oct23_GPU.xml	1316	son prolongement	ultérieurement	fut		
1958-padog_CE_Oct23_GPU.xml	1350	la poursuite des travaux en cours	en cours	pres		dur
1958-padog_CE_Oct23_GPU.xml	1376	Les centrales thermiques et les couloirs de lignes à très hautes tension, existants ou projetés	à ce jour	pres		
1958-padog_CE_Oct23_GPU.xml	1409	un futur parc olympique	futur	fut		
1958-padog_CE_Oct23_GPU.xml	1470	une action coordonnée dans les prochaines années des différentes initiatives publiques ou privées	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GPU.xml	1513	des opérations	dans un délai pouvant atteindre ou même dépasser 10 ans	fut		dur
1958-padog_CE_Oct23_GPU.xml	1575	construction de logements	pour les 10 prochaines années	fut		dur
1958-padog_CE_Oct23_GPU.xml	1581	devraient pouvoir être réservés et acquis	dès maintenant	pres		
1958-padog_CE_Oct23_GPU.xml	1593	monuments légués	par les siècles passés	pas		dur
1958-padog_CE_Oct23_GPU.xml	1596	d’autres grandes opérations d’urbanisme	Demain	fut		
1958-padog_CE_Oct23_GPU.xml	1644	l’industrialisation de la banlieue	le dernier tiers du XIXe siècle et	pas	oui	dur
1958-padog_CE_Oct23_GPU.xml	1654	l’extension tentaculaire limitée volontairement par les «périmètres d’agglomération», approuvés en 1939, a été effectivement arrêtée	Depuis 1950	pas	oui	dur
