Nom_fichier	Numero_Phrase	Segment_Annoté	Accompli	Nature	Temps	Proces
1965-SDAURP_CE_Oct23_GPU.xml	2811	leurs possibilités d'extension	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2812	les zones d'extension	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2813	sont réservées	non			
1965-SDAURP_CE_Oct23_GPU.xml	2813	accueillir les établissements industriels	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2813	toutes les grandes zones d'urbanisation	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2814	pourront aussi s'implanter	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2814	en s'intégrant	non			
1965-SDAURP_CE_Oct23_GPU.xml	2816	les grandes lignes de l'organisation	non			
1965-SDAURP_CE_Oct23_GPU.xml	2835	l'aménagement d'une région urbaine telle que celle de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	2846	l'urbanisation		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2847	la multiplication des résidences secondaires		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2850	l'aménagement de la région				
1965-SDAURP_CE_Oct23_GPU.xml	2856	aménagements de loisirs à prévoir	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2867	les axes d'urbanisation	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2869	sacrifiés				
1965-SDAURP_CE_Oct23_GPU.xml	2874	prévoyant des centres urbains nouveaux	non			
1965-SDAURP_CE_Oct23_GPU.xml	2874	des centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2875	en orientant la poussée urbaine	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2880	sera "décloisonnée"	non			
1965-SDAURP_CE_Oct23_GPU.xml	2880	les centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2882	l'urbanisation		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2883	se sont établis	oui	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2884	ont grandi	oui	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2885	conserver les terres à blé ou à betterave	non	maint		
1965-SDAURP_CE_Oct23_GPU.xml	2885	construire	oui	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2886	les axes d'urbanisation	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2886	puisse être réservé	non			
1965-SDAURP_CE_Oct23_GPU.xml	2886	étant reportés				
1965-SDAURP_CE_Oct23_GPU.xml	2893	créer les aménagements de loisir		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2894	auront ainsi une possibilité d'être réalisés	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2896	les destructions	oui	destr		
1965-SDAURP_CE_Oct23_GPU.xml	2904	aménagés	oui	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2906	les mettre en valeur	non			
1965-SDAURP_CE_Oct23_GPU.xml	2907	mise en valeur	non			
1965-SDAURP_CE_Oct23_GPU.xml	2908	soient reboisées	non	repr		
1965-SDAURP_CE_Oct23_GPU.xml	2910	l'urbanisation	non	crea		dur
1965-SDAURP_CE_Oct23_GPU.xml	2910	s'en approche et atteint leur lisière	non	crea		dur
1965-SDAURP_CE_Oct23_GPU.xml	2910	en vue d'être loties et construites	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2911	aménagement				
1965-SDAURP_CE_Oct23_GPU.xml	2912	aménager	non	modif		
1965-SDAURP_CE_Oct23_GPU.xml	2915	aménagements de loisir		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2917	un aménagement approprié	oui			
1965-SDAURP_CE_Oct23_GPU.xml	2919	Certains aménagements	non			
1965-SDAURP_CE_Oct23_GPU.xml	2919	sans que puisse s'y ajouter sur la rive une gamme aussi étendue d'autres activités de loisirs	non			
1965-SDAURP_CE_Oct23_GPU.xml	2922	des aménagements	oui			
1965-SDAURP_CE_Oct23_GPU.xml	2923	en cours d'aménagement	non	crea		dur
1965-SDAURP_CE_Oct23_GPU.xml	2924	D'autres aménagements nautiques	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2924	le barrage d'un cours d'eau secondaire	non			
1965-SDAURP_CE_Oct23_GPU.xml	2924	l'exploitation d'un plan d'eau existant	non			
1965-SDAURP_CE_Oct23_GPU.xml	2926	une ville nouvelle		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2928	être submergées par une urbanisation anarchique	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2928	la prolifération des résidences secondaires				
1965-SDAURP_CE_Oct23_GPU.xml	2929	pavillons implantés		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2929	dispersant l'habitat		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2929	regroupant en grappes		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2929	réaliser une occupation du sol		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2930	de telles réalisations	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2931	L'extension du périmètre d'agglomération	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2931	doit permettre, hors de ce périmètre, d'éviter que la campagne ne perde l'aspect naturel qui fait son charme	non	maint		
1965-SDAURP_CE_Oct23_GPU.xml	2931	en empêchant l'implantation désordonnée des résidences secondaires	non	abs+crea		
1965-SDAURP_CE_Oct23_GPU.xml	2932	la construction d'une habitation individuelle		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2932	la construction d'un grand nombre d'habitations secondaires		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2933	gâchent définitivement le paysage rural		modif		
1965-SDAURP_CE_Oct23_GPU.xml	2934	le développement des habitations secondaires		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2936	Une dispersion anarchique	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2937	permettra de sauvegarder et même d'améliorer le caractère de zone de détente	non	maint+modif		
1965-SDAURP_CE_Oct23_GPU.xml	2937	doit demeurer	non	maint		
1965-SDAURP_CE_Oct23_GPU.xml	2940	aucun effort de rénovation	non	abs+repr		
1965-SDAURP_CE_Oct23_GPU.xml	2946	la même mutation	non	modif		
1965-SDAURP_CE_Oct23_GPU.xml	2947	l'extension de l'axe urbain prestigieux		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2947	la voie triomphale développée	oui	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2947	pourra s'édifier	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2949	complété par un auditorium de 3.000 places	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2950	est à créer	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2951	pourrait être implanté	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2952	constituer un tel parc	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2952	agrandir le palais de la Découverte	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2952	reconstituer un musée des Travaux publics	non	repr		
1965-SDAURP_CE_Oct23_GPU.xml	2953	concevoir un vaste musée des techniques	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2956	réserver les emplacements nécessaires	non			
1965-SDAURP_CE_Oct23_GPU.xml	2959	la belle réussite haussmannienne des égouts de Paris	oui	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2962	villes nouvelles		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2969	construire des logements	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2971	en pleine évolution	non	modif		dur
1965-SDAURP_CE_Oct23_GPU.xml	2975	construire pour 50.000 habitants exactement cinq fois les équipements nécessaires pour 10.000	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2976	peuvent alors être prévus	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2978	doter chaque commune ou chaque quartier		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2979	peuvent être réalisés	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2980	ne feront pas l'objet de rénovation	non	repr		iter
1965-SDAURP_CE_Oct23_GPU.xml	2981	réaliser tous les équipements souhaitables	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2981	conduirait à constituer une juxtaposition d’installations	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2981	implantées	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2982	les secteurs d'urbanisation nouvelle	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2984	les secteurs d'urbanisation nouvelle	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2984	peuvent se faire la plupart des réalisations	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2985	l'opération pourra être effectuée	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2986	n'a pas été prévue	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2987	doivent constituer, pour la plupart, l'un des éléments d'un regroupement plus vaste	non			
1965-SDAURP_CE_Oct23_GPU.xml	2987	peut constituer précisément l'un de ces centres urbains dont la banlieue est jusqu'à présent si démunie	non			
1965-SDAURP_CE_Oct23_GPU.xml	2988	croissance et d'essor de la ville		crea		
1965-SDAURP_CE_Oct23_GPU.xml	2991	la région urbaine de demain	non			
1965-SDAURP_CE_Oct23_GPU.xml	2995	les banlieues actuelles évoluant	non	modif		dur
1965-SDAURP_CE_Oct23_GPU.xml	2996	les extensions, d'une superficie égale à celle de l'agglomération présente	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	2996	constituant, autour de centres urbains nouveaux, de véritables villes nouvelles	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	3004	l'extension de l'agglomération	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	3005	un resserrement et un engorgement des lieux habités	non			
1965-SDAURP_CE_Oct23_GPU.xml	3008	la préparation du proche avenir	non			
1965-SDAURP_CE_Oct23_GPU.xml	3009	les improvisations				
1965-SDAURP_CE_Oct23_GPU.xml	3009	le comblement précipité				
1965-SDAURP_CE_Oct23_GPU.xml	3011	l'aménagement				
1965-SDAURP_CE_Oct23_GPU.xml	3016	aménager le cadre de vie				
1965-SDAURP_CE_Oct23_GPU.xml	3018	un renouveau de beauté	non	repr		
1965-SDAURP_CE_Oct23_GPU.xml	3023	une permanence de Paris	non	maint		
1965-SDAURP_CE_Oct23_GPU.xml	3023	une permanence de Paris	non	maint		
1965-SDAURP_CE_Oct23_GPU.xml	3024	cette permanence	non	maint		
1965-SDAURP_CE_Oct23_GPU.xml	3027	ne trace pas une région urbaine fermée sur elle-même	non			
1965-SDAURP_CE_Oct23_GPU.xml	3027	projette	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	3028	ce Paris dessiné	non	crea		
1965-SDAURP_CE_Oct23_GPU.xml	3029	va bâtir	non	crea		
2014-Peter_CE_Oct23.xml	3	la métropolisation	non	modif		dur
2014-Peter_CE_Oct23.xml	5	va se concrétiser la ville compacte et intense	non			
2014-Peter_CE_Oct23.xml	32	réhabilitation du site		repr		iter
2014-Peter_CE_Oct23.xml	33	le traitement de l’espace public		modif		
2014-Peter_CE_Oct23.xml	36	Réhabiliter ce site		repr		iter
2014-Peter_CE_Oct23.xml	36	civiliser cette voie rapide		modif		
2014-Peter_CE_Oct23.xml	36	en supprimant deux voies de circulation, les échangeurs dénivelés, les passages piétons souterrains sinistres et rares		destr		
2014-Peter_CE_Oct23.xml	38	L’espace gagné				
2014-Peter_CE_Oct23.xml	38	a été redonné				
2014-Peter_CE_Oct23.xml	39	Renouvellement des établissements de restauration sur la plage				iter
2014-Peter_CE_Oct23.xml	39	traitement séquencé		modif		
2014-Peter_CE_Oct23.xml	39	plantations généreuses		crea		
2014-Peter_CE_Oct23.xml	39	ont redonné à ce site merveilleux son charme		repr		iter
2014-Peter_CE_Oct23.xml	39	une réhabilitation architecturale de nombreux bâtiments sur le front de mer		repr		iter
2014-Peter_CE_Oct23.xml	48	n’ai d’ailleurs pas réalisé un seul parc ou jardin	non	crea		
2014-Peter_CE_Oct23.xml	55	les projets d’infrastructures de transport	non			
2014-Peter_CE_Oct23.xml	56	supprimer un maximum de ronds-points		destr		
2014-Peter_CE_Oct23.xml	57	supprimais un		destr		
2014-Peter_CE_Oct23.xml	57	créaient dix		crea		
2014-Peter_CE_Oct23.xml	61	les projets croisant mobilité et aménagement	non			
2014-Peter_CE_Oct23.xml	63	le projet d’urbanisme	non			
2014-Peter_CE_Oct23.xml	66	devenir de la tour Utrillo	non			
2014-Peter_CE_Oct23.xml	66	promise à la démolition	non	destr		
2014-Peter_CE_Oct23.xml	67	démolitions		destr		
2014-Peter_CE_Oct23.xml	67	la transformant		modif		
2014-Peter_CE_Oct23.xml	68	le Grand Paris	non			
2014-Peter_CE_Oct23.xml	70	les projets traitant de questions liées aux territoires	non			
2014-Peter_CE_Oct23.xml	72	la remise en eau de la baie du mont Saint-Michel	non	repr		iter
2014-Peter_CE_Oct23.xml	88	un projet de métro automatique	non	crea		
2014-Peter_CE_Oct23.xml	88	ce projet de transport public	non	crea		
2014-Peter_CE_Oct23.xml	88	un projet urbain	non			
2014-Peter_CE_Oct23.xml	90	a profondément transformé la ville et son agglomération	oui	modif		
2014-Peter_CE_Oct23.xml	93	le construire		crea		
2014-Peter_CE_Oct23.xml	96	la construction des 2e et 3e lignes		crea		
2014-Peter_CE_Oct23.xml	96	« aménagement urbain à grande échelle »				
2014-Peter_CE_Oct23.xml	96	un traitement très ambitieux des espaces publics		modif		
2014-Peter_CE_Oct23.xml	98	De grands projets	non			
2014-Peter_CE_Oct23.xml	98	restructuration		repr		iter
2014-Peter_CE_Oct23.xml	98	développement urbain		crea		
2014-Peter_CE_Oct23.xml	98	les extensions du réseau		crea		
2014-Peter_CE_Oct23.xml	99	Le projet d’aménagement des Deux-Rives		crea		
2014-Peter_CE_Oct23.xml	99	créer une ville nouvelle		crea		
2014-Peter_CE_Oct23.xml	102	Le projet Ode à la mer	non			
2014-Peter_CE_Oct23.xml	102	réalisé		crea		
2014-Peter_CE_Oct23.xml	103	projet ÉcoCité	non			
2014-Peter_CE_Oct23.xml	103	la déconstruction / reconstruction d’une zone commerciale		destr+repr+crea		iter
2014-Peter_CE_Oct23.xml	105	les nouvelles limites urbanisables	non	crea		
2014-Peter_CE_Oct23.xml	105	qualifie		modif		
2014-Peter_CE_Oct23.xml	106	faire de la ville				
2014-Peter_CE_Oct23.xml	107	renouvellement de l’autre		repr		iter
2014-Peter_CE_Oct23.xml	108	de nouvelles formes urbaines construites		crea		
2014-Peter_CE_Oct23.xml	109	Ces nouvelles formes urbaines		crea		
2014-Peter_CE_Oct23.xml	124	Un grand nombre de projets structurant est abandonné		abs		
2014-Peter_CE_Oct23.xml	124	le retraitement de l’autoroute A4		repr		iter
2014-Peter_CE_Oct23.xml	124	le projet Oz	non			
2014-Peter_CE_Oct23.xml	126	végétaliser 100 ha de toiture	non	modif		
2014-Peter_CE_Oct23.xml	126	planter 20 000 arbres	non	crea		
2014-Peter_CE_Oct23.xml	127	projet urbain de l’agglomération	non			
2014-Peter_CE_Oct23.xml	127	la création de logements flottants		crea		
2014-Peter_CE_Oct23.xml	128	va transformer un magnifique bâtiment de centre-ville, ancien musée d’art moderne	non	modif		
2014-Peter_CE_Oct23.xml	130	en réalisant la « ville jardinée »	non	crea		
2014-Peter_CE_Oct23.xml	140	cette ville du futur	non			
2014-Peter_CE_Oct23.xml	143	Un lieu ouvert	oui	crea		
2014-Peter_CE_Oct23.xml	143	mettre cet espace à disposition des habitants				
2014-Peter_CE_Oct23.xml	144	est devenu un espace de liberté		modif		
2014-Peter_CE_Oct23.xml	145	ce lieu non aménagé	non	abs		
2014-Peter_CE_Oct23.xml	146	la ville durable				
2014-Peter_CE_Oct23.xml	146	ne se fera pas contre les habitants				
2014-Peter_CE_Oct23.xml	146	se fera avec eux				
2014-Peter_CE_Oct23.xml	148	se fera				
2014-Peter_CE_Oct23.xml	157	la ville de demain	non			
2014-Peter_CE_Oct23.xml	158	concevoir la ville durable	non	crea		
2014-Peter_CE_Oct23.xml	158	la ville durable				
2014-Peter_CE_Oct23.xml	173	des dégâts parfois irréversibles sur les tissus urbains				
2014-Peter_CE_Oct23.xml	174	évolutions de la rue		modif		
2014-Peter_CE_Oct23.xml	176	réaménageons actuellement ce site éventré		repr		iter+dur
2014-Peter_CE_Oct23.xml	176	ce site éventré				
2014-Peter_CE_Oct23.xml	176	en raccourcissant l’autoroute du Sud	non	modif		dur
2014-Peter_CE_Oct23.xml	182	rétablir un équilibre des usages des voies		repr		iter
2014-Peter_CE_Oct23.xml	183	un bouleversement énorme dans nos villes				
2014-Peter_CE_Oct23.xml	186	projet territorial	non			
2014-Peter_CE_Oct23.xml	193	se construisent	non	crea		dur
2014-Peter_CE_Oct23.xml	195	la fusion de régions				
2014-Peter_CE_Oct23.xml	195	la création de métropoles		crea		
2014-Peter_CE_Oct23.xml	195	la disparition des départements		destr		
2014-Peter_CE_Oct23.xml	195	prendre du temps pour faire de vrais projets de territoires	non			dur
2014-Peter_CE_Oct23.xml	202	Le traitement des espaces publics		modif		
2014-Peter_CE_Oct23.xml	202	des projets urbains	non			
2014-Peter_CE_Oct23.xml	202	projets de territoire	non			
2014-Peter_CE_Oct23.xml	203	ai beaucoup réalisé	oui	crea		
2014-Peter_CE_Oct23.xml	220	réaliser en enrobé des trottoirs piétons		crea		
2014-Peter_CE_Oct23.xml	221	créent une canopée		crea		
2014-Peter_CE_Oct23.xml	221	font évoluer les profils des voies		modif		
2004-Portzamparc_CE_Oct23.xml	2	se transformer spectaculairement	non	modif		dur
2004-Portzamparc_CE_Oct23.xml	6	urbanisé	oui	crea		
2004-Portzamparc_CE_Oct23.xml	14	l’explosion urbaine				
2004-Portzamparc_CE_Oct23.xml	14	l’industrialisation du bâtiment du « très grand nombre »				
2004-Portzamparc_CE_Oct23.xml	14	la ville de demain	non			
2004-Portzamparc_CE_Oct23.xml	14	une ville à refaire	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	29	quartiers nouveaux	oui	crea		
2004-Portzamparc_CE_Oct23.xml	37	fallait bien s’occuper des villes				
2004-Portzamparc_CE_Oct23.xml	54	des aménagements de lieux publics	oui	crea		
2004-Portzamparc_CE_Oct23.xml	55	le projet du Château d’eau	non			
2004-Portzamparc_CE_Oct23.xml	56	recomposer en rond-point la rencontre d’une avenue et d’un échangeur routier	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	57	placer un grand objet	non	crea		
2004-Portzamparc_CE_Oct23.xml	57	va se constituer	non	crea		
2004-Portzamparc_CE_Oct23.xml	58	ce projet du Château d’eau	non			
2004-Portzamparc_CE_Oct23.xml	62	le Château d’eau étant construit	oui	crea		
2004-Portzamparc_CE_Oct23.xml	66	le projet de La Roquette	non			
2004-Portzamparc_CE_Oct23.xml	68	transformer		modif		
2004-Portzamparc_CE_Oct23.xml	68	non plus l’éradiquer, et s’y substituer		destr+modif		
2004-Portzamparc_CE_Oct23.xml	69	peut transformer positivement cette ville	non	modif		
2004-Portzamparc_CE_Oct23.xml	70	un projet d’architecture				
2004-Portzamparc_CE_Oct23.xml	70	une intervention urbaine				
2004-Portzamparc_CE_Oct23.xml	70	permettait de rendre l’îlot traversant				
2004-Portzamparc_CE_Oct23.xml	72	construit la ville				
2004-Portzamparc_CE_Oct23.xml	74	transformation urbaine		modif		
2004-Portzamparc_CE_Oct23.xml	76	agir sur la question urbaine				
2004-Portzamparc_CE_Oct23.xml	80	remettre en question l’unité des immeubles				
2004-Portzamparc_CE_Oct23.xml	88	un nouvel espace public		crea		
2004-Portzamparc_CE_Oct23.xml	92	faire une sorte de projet de ville utopique, théorique	non			
2004-Portzamparc_CE_Oct23.xml	93	un projet générique	non			
2004-Portzamparc_CE_Oct23.xml	93	le nouveau modèle	non			
2004-Portzamparc_CE_Oct23.xml	95	construire	non	crea		
2004-Portzamparc_CE_Oct23.xml	95	faire réellement apparaître les choses	non	crea		
2004-Portzamparc_CE_Oct23.xml	97	ouvrais des îlots irréguliers, impossibles	non	crea		
2004-Portzamparc_CE_Oct23.xml	97	la « rénovation » planifiée	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	100	ces gammes sur l’îlot ouvert	non			
2004-Portzamparc_CE_Oct23.xml	101	des exercices sur « l’architecture dans la ville »	non			
2004-Portzamparc_CE_Oct23.xml	101	« faire la ville avec l’architecture »				
2004-Portzamparc_CE_Oct23.xml	102	ai construit à cette époque un foyer de personnes âgées	oui	crea		
2004-Portzamparc_CE_Oct23.xml	103	retour de la ville classique d’îlots fermés	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	103	les rares projets qui ouvraient ce grand îlot vert	non	crea		
2004-Portzamparc_CE_Oct23.xml	106	induisent de nouveaux espaces publics et des architectures				
2004-Portzamparc_CE_Oct23.xml	110	transformer la ville		modif		
2004-Portzamparc_CE_Oct23.xml	110	une vision de la ville	non			
2004-Portzamparc_CE_Oct23.xml	112	mes gammes sur ce thème urbain	non			
2004-Portzamparc_CE_Oct23.xml	114	création architecturale intense		crea		
2004-Portzamparc_CE_Oct23.xml	114	projets urbains	non			
2004-Portzamparc_CE_Oct23.xml	118	des projets à grande échelle	non			
2004-Portzamparc_CE_Oct23.xml	119	un projet issu de la trame d’îlots ouverts	non			
2004-Portzamparc_CE_Oct23.xml	125	la tabula rasa		destr		
2004-Portzamparc_CE_Oct23.xml	128	peuvent devenir des îles dans la verdure		modif		
2004-Portzamparc_CE_Oct23.xml	129	faut transformer la ville	non	modif		
2004-Portzamparc_CE_Oct23.xml	131	le travail sur le Port de la Lune				
2004-Portzamparc_CE_Oct23.xml	131	un nouveau centre linéaire	non	crea		
2004-Portzamparc_CE_Oct23.xml	143	la fin de l’unité et de la cohérence de la Ville	non			termin
2004-Portzamparc_CE_Oct23.xml	144	la permanence	non	maint		
2004-Portzamparc_CE_Oct23.xml	145	des formes immuables	non	maint		dur
2004-Portzamparc_CE_Oct23.xml	146	cette permanence	non	maint		dur
2004-Portzamparc_CE_Oct23.xml	147	l’éclatement physique de la ville	oui			
2004-Portzamparc_CE_Oct23.xml	148	faire la ville				
2004-Portzamparc_CE_Oct23.xml	149	« muséographier » les centres-ville	non			
2004-Portzamparc_CE_Oct23.xml	161	peut donc les tracer plus étroites	non	crea		
2004-Portzamparc_CE_Oct23.xml	166	les volumes constructibles	non	crea		
2004-Portzamparc_CE_Oct23.xml	166	installent leurs bâtiments		crea		
2004-Portzamparc_CE_Oct23.xml	168	un projet de technopôle	non	crea		
2004-Portzamparc_CE_Oct23.xml	169	accueillir quantité de programmes distincts – habitat, recherche, industrie	non	crea		
2004-Portzamparc_CE_Oct23.xml	171	en constituant des « îles » bâties	non	crea		
2004-Portzamparc_CE_Oct23.xml	171	en préservant les villages existants	non	maint		
2004-Portzamparc_CE_Oct23.xml	173	sont définies				
2004-Portzamparc_CE_Oct23.xml	176	installe aussi dans le site ce que nous appelions les « scarifications »				
2004-Portzamparc_CE_Oct23.xml	176	permettaient de viabiliser et d’entretenir la campagne				
2004-Portzamparc_CE_Oct23.xml	180	mets en place les îlots ouverts auxquels je pensais depuis Cergy	non	crea		
2004-Portzamparc_CE_Oct23.xml	182	construisent les rues		crea		
2004-Portzamparc_CE_Oct23.xml	184	l’installation de chacun de ces programmes	non	crea		
2004-Portzamparc_CE_Oct23.xml	192	peut déployer, de l’autre côté de la Place de la Rotonde, un prolongement du Cours Mirabeau	non	crea		
2004-Portzamparc_CE_Oct23.xml	194	déployer un nouveau territoire	oui	crea		
2004-Portzamparc_CE_Oct23.xml	198	imaginer un mini downtown	non			
2004-Portzamparc_CE_Oct23.xml	199	un projet d’architecture	non			
2004-Portzamparc_CE_Oct23.xml	200	un projet urbain	non			
2004-Portzamparc_CE_Oct23.xml	200	ne pouvais pas concevoir tous les bâtiments	non	crea		
2004-Portzamparc_CE_Oct23.xml	204	construire un quartier contemporain	non	crea		
2004-Portzamparc_CE_Oct23.xml	206	structurent la ville à grande échelle	non			
2004-Portzamparc_CE_Oct23.xml	209	L’aménagement	non	crea		
2004-Portzamparc_CE_Oct23.xml	210	Le traitement paysager des espaces publics	non			
2004-Portzamparc_CE_Oct23.xml	213	Ce projet	non			
2004-Portzamparc_CE_Oct23.xml	213	projet Sextius Mirabeau				
2004-Portzamparc_CE_Oct23.xml	215	réunir le Strasbourg ancien et le Neudorf				
2004-Portzamparc_CE_Oct23.xml	216	non pas pour le remplir de constructions	non	crea		
2004-Portzamparc_CE_Oct23.xml	216	fusionner tout le territoire urbain	non			
2004-Portzamparc_CE_Oct23.xml	216	en faisant une entrée de ville	non	crea		
2004-Portzamparc_CE_Oct23.xml	217	la création d’un parc	non	crea		
2004-Portzamparc_CE_Oct23.xml	217	canal, agrandi	non	modif		
2004-Portzamparc_CE_Oct23.xml	218	une « île bâtie »	non	crea		
2004-Portzamparc_CE_Oct23.xml	218	réunissant le centre de congrès demandé et les bureaux de la communauté urbaine				
2004-Portzamparc_CE_Oct23.xml	219	liant	non			
2004-Portzamparc_CE_Oct23.xml	219	non pas en les suturant	non			
2004-Portzamparc_CE_Oct23.xml	221	transformer	oui	modif		
2004-Portzamparc_CE_Oct23.xml	222	la transformation-réhabilitation des grandes barres de logements	oui	modif+repr		iter
2004-Portzamparc_CE_Oct23.xml	224	transformer des immeubles « à vue »	oui	modif		
2004-Portzamparc_CE_Oct23.xml	224	en menant un travail sur la forme des espaces du quartier autant que sur les bâtiments, les halls, les façades et les intérieurs				
2004-Portzamparc_CE_Oct23.xml	225	l’urbanisme de barres de l’époque moderne, sans îlot, maladroitement installé	oui	crea		
2004-Portzamparc_CE_Oct23.xml	226	Cette installation	oui	crea		
2004-Portzamparc_CE_Oct23.xml	226	toute implantation		crea		
2004-Portzamparc_CE_Oct23.xml	226	rues rasées	oui	destr		
2004-Portzamparc_CE_Oct23.xml	227	le projet va « hybrider »	oui			
2004-Portzamparc_CE_Oct23.xml	229	démolir une petite barre	oui	destr		
2004-Portzamparc_CE_Oct23.xml	229	bâtir deux immeubles-villa	oui	crea		
2004-Portzamparc_CE_Oct23.xml	229	créer un nouveau cœur d’îlot privatisé	oui	crea		
2004-Portzamparc_CE_Oct23.xml	229	redonner une dignité d’habitation aux barres	oui	repr		iter
2004-Portzamparc_CE_Oct23.xml	229	en apportant des loggias et des halls d’entrée	oui	modif		
2004-Portzamparc_CE_Oct23.xml	232	ai construit le musée Bourdelle, la tour de Lille, les logements de Fukuoka, au Japon	oui	crea		
2004-Portzamparc_CE_Oct23.xml	235	sites à réinventer	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	236	peut-elle devenir la ville du XXIe siècle	non			
2004-Portzamparc_CE_Oct23.xml	240	un retour à la ville classique	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	243	recopier le passé	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	244	revenons à la ville de toujours	non	repr		iter
2004-Portzamparc_CE_Oct23.xml	247	le futur de la ville	non			
2004-Portzamparc_CE_Oct23.xml	251	avaient structuré notre monde, toutes nos villes	oui			
2004-Portzamparc_CE_Oct23.xml	251	nos projets actuels	non			
2004-Portzamparc_CE_Oct23.xml	258	des opérations aussi différentes qu’Euralille				
2004-Portzamparc_CE_Oct23.xml	258	l’évolution de la Part-Dieu à Lyon, des villes nouvelles autour de Paris, ou bien encore Montpellier	non	modif		
2004-Portzamparc_CE_Oct23.xml	258	faire la ville				
2004-Portzamparc_CE_Oct23.xml	259	faire la ville				
2004-Portzamparc_CE_Oct23.xml	263	conquérir tout l’espace				
2004-Portzamparc_CE_Oct23.xml	265	n’a été mis à l’alignement des rues	oui	crea		
2004-Portzamparc_CE_Oct23.xml	266	sont restées	non	maint		
2004-Portzamparc_CE_Oct23.xml	267	ces espaces laissés pour compte	non	abs		
2004-Portzamparc_CE_Oct23.xml	275	la ville aujourd’hui insaisissable et implanifiable	non			
