Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type
1965-SDAURP_CE_Oct23_GPU.xml	1357	doteront notamment les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux d'une infrastructure nouvelle de circulation	une infrastructure nouvelle de circulation	obj
1965-SDAURP_CE_Oct23_GPU.xml	1358	La création d'activités	activités	obj
1965-SDAURP_CE_Oct23_GPU.xml	1358	La création d'activités	sur l'axe Châtillon - Petit-Clamart et à Vélizy-Villacoublay	loc
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre	Au sud-est	loc
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre	la vallée de Bièvre	obj
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre	les communes de Fresnes, d'Antony et de Massy	loc
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre	les zones d'interdiction de l'aéroport d'Orly	loc
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre	les couloirs de pénétration des lignes de haute tension	loc
1965-SDAURP_CE_Oct23_GPU.xml	1359	préserver une coulée verte	une coulée verte	obj
1965-SDAURP_CE_Oct23_GPU.xml	1359	préserver une coulée verte	jusqu'aux abords du cœur de l'agglomération	loc
1965-SDAURP_CE_Oct23_GPU.xml	1360	une extension très limitée	Les communes échelonnées sur la route nationale 10, de Boulogne-Billancourt à Versailles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1361	verra sa croissance se stabiliser	Versailles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1361	son évolution qualitative se poursuivra	Versailles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1363	La création d'une faculté	une faculté	obj
1965-SDAURP_CE_Oct23_GPU.xml	1363	La création d'une faculté	aux Mortemets	loc
1965-SDAURP_CE_Oct23_GPU.xml	1363	La création d'une faculté	à la sortie de Versailles sur la route de Saint-Cyr	loc
1965-SDAURP_CE_Oct23_GPU.xml	1364	seront raccordés	Les tracés anciens de la ville	obj
1965-SDAURP_CE_Oct23_GPU.xml	1364	seront raccordés	au réseau primaire régional	loc
1965-SDAURP_CE_Oct23_GPU.xml	1364	les nouveaux développements de la région	la région	obj
1965-SDAURP_CE_Oct23_GPU.xml	1365	Les poussées	à l'ouest de Versailles	loc
1965-SDAURP_CE_Oct23_GPU.xml	1365	la préservation des prolongements du site historique	prolongements du site historique	obj
1965-SDAURP_CE_Oct23_GPU.xml	1367	une phase de mise en ordre et d'équipement	Les communes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1368	doit être impérativement sauvegardée	La qualité des sites	obj
1965-SDAURP_CE_Oct23_GPU.xml	1369	dynamisme du Sud-Ouest	Sud-Ouest	obj
1965-SDAURP_CE_Oct23_GPU.xml	1369	dynamisme du Sud-Ouest	sur de nouvelles directions	loc
1965-SDAURP_CE_Oct23_GPU.xml	1371	Le grand axe d'urbanisation	Le grand axe	loc
1965-SDAURP_CE_Oct23_GPU.xml	1371	Le grand axe d'urbanisation	dans la partie de la zone étudiée	loc
1965-SDAURP_CE_Oct23_GPU.xml	1371	Le grand axe d'urbanisation	suivant une direction sud-est/nord-ouest, entre Palaiseau et Plaisir	loc
1965-SDAURP_CE_Oct23_GPU.xml	1372	La réalisation sur cet axe d'une grande structure d'aménagement	sur cet axe	loc
1965-SDAURP_CE_Oct23_GPU.xml	1372	La réalisation sur cet axe d'une grande structure d'aménagement	une grande structure d'aménagement	obj
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	Sud-Ouest de l'agglomération parisienne	obj
1965-SDAURP_CE_Oct23_GPU.xml	1373	implantation d'activités spécialisées	activités spécialisées	obj
1965-SDAURP_CE_Oct23_GPU.xml	1373	implantation d'activités spécialisées	laboratoires de recherches	obj
1965-SDAURP_CE_Oct23_GPU.xml	1373	implantation d'activités spécialisées	de nombreux et importants programmes d'habitations	obj
1965-SDAURP_CE_Oct23_GPU.xml	1374	la réalisation d'infrastructures d'accueil	L'est du plateau	loc
1965-SDAURP_CE_Oct23_GPU.xml	1374	la réalisation d'infrastructures d'accueil	infrastructures d'accueil	obj
1965-SDAURP_CE_Oct23_GPU.xml	1375	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	plusieurs grandes écoles nationales	obj
1965-SDAURP_CE_Oct23_GPU.xml	1375	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	Institut national agronomique	obj
1965-SDAURP_CE_Oct23_GPU.xml	1375	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	I.N.A.	obj
1965-SDAURP_CE_Oct23_GPU.xml	1375	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	École polytechnique	obj
1965-SDAURP_CE_Oct23_GPU.xml	1375	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	Collège des techniques avancées	obj
1965-SDAURP_CE_Oct23_GPU.xml	1375	extensions nouvelles de la Faculté des sciences d'Orsay	la Faculté des sciences d'Orsay	obj
1965-SDAURP_CE_Oct23_GPU.xml	1378	Ce nouveau secteur d'activités	secteur d'activités	obj
1965-SDAURP_CE_Oct23_GPU.xml	1378	nouvelles agglomérations envisagées	agglomérations envisagées	obj
1965-SDAURP_CE_Oct23_GPU.xml	1379	la création d'un ensemble urbain de grande importance	L'ouest du plateau	loc
1965-SDAURP_CE_Oct23_GPU.xml	1379	la création d'un ensemble urbain de grande importance	un ensemble urbain de grande importance	obj
1965-SDAURP_CE_Oct23_GPU.xml	1381	de nouvelles facultés	facultés	obj
1965-SDAURP_CE_Oct23_GPU.xml	1382	se développera	Un second centre complet	obj
1965-SDAURP_CE_Oct23_GPU.xml	1382	se développera	autour du site remarquable que constitue le plan d'eau de Saint-Quentin	loc
1965-SDAURP_CE_Oct23_GPU.xml	1384	seront réalisés	Une série de quartiers urbains à caractère plus résidentiel	obj
1965-SDAURP_CE_Oct23_GPU.xml	1384	seront réalisés	sur les secteurs favorables au nord de la vallée de la Merantaise	loc
1965-SDAURP_CE_Oct23_GPU.xml	1384	seront réalisés	sur le plateau de Magny-les-Hameaux	loc
1965-SDAURP_CE_Oct23_GPU.xml	1384	seront réalisés	au sud de cette même vallée	loc
1965-SDAURP_CE_Oct23_GPU.xml	1384	seront réalisés	au nord et au sud de la vallée d'Élancourt	loc
1965-SDAURP_CE_Oct23_GPU.xml	1384	en extension	l'agglomération actuelle de Trappes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1387	seront de leur côté préservés	Les villages existants à l'intérieur de la zone urbanisée	obj
1965-SDAURP_CE_Oct23_GPU.xml	1388	l'axe d'urbanisation	l'axe	loc
1965-SDAURP_CE_Oct23_GPU.xml	1388	l'axe d'urbanisation	Melun-Mantes	loc
1965-SDAURP_CE_Oct23_GPU.xml	1388	l'axe d'urbanisation	au nord des villes nouvelles	loc
1965-SDAURP_CE_Oct23_GPU.xml	1391	l'amélioration du tracé de la R.N. 306	tracé de la R.N. 306	obj
1965-SDAURP_CE_Oct23_GPU.xml	1391	l'aménagement de la liaison vers Poissy-Pontoise	la liaison vers Poissy-Pontoise	obj
1965-SDAURP_CE_Oct23_GPU.xml	1392	doublant la R.N. 10	la R.N. 10	obj
1965-SDAURP_CE_Oct23_GPU.xml	1392	doublant la R.N. 10	à l'ouest de Trappes	loc
1965-SDAURP_CE_Oct23_GPU.xml	1393	ces villes nouvelles	ces villes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1395	la mise en place d'une infrastructure de transports en commun	une infrastructure de transports en commun	obj
1965-SDAURP_CE_Oct23_GPU.xml	1397	ne doivent pas pour autant perdre leur caractère rural	Les communes entourant cette zone urbanisée	obj
1965-SDAURP_CE_Oct23_GPU.xml	1398	la préservation des sites existants	sites existants	obj
1965-SDAURP_CE_Oct23_GPU.xml	1398	la préservation des sites existants	les vallées de la Bièvre, de Chevreuse et la clairière de Port-Royal	obj
1965-SDAURP_CE_Oct23_GPU.xml	1399	la sauvegarde des sites	sites	obj
1965-SDAURP_CE_Oct23_GPU.xml	1399	les villes nouvelles	les villes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1400	Deux nouvelles agglomérations	agglomérations	obj
1965-SDAURP_CE_Oct23_GPU.xml	1401	ces nouvelles agglomérations	agglomérations	obj
1965-SDAURP_CE_Oct23_GPU.xml	1402	La création des deux villes nouvelles	deux villes nouvelles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1402	le dynamisme existant actuellement	sur des infrastructures d'accueil de très haute classe	loc
1965-SDAURP_CE_Oct23_GPU.xml	1403	poussées de l'agglomération	l'agglomération	obj
1965-SDAURP_CE_Oct23_GPU.xml	1403	leur développement spontané et anarchique	l'agglomération	obj
1965-SDAURP_CE_Oct23_GPU.xml	1403	poussées de l'agglomération	sur la zone Sud-Ouest	loc
1965-SDAURP_CE_Oct23_GPU.xml	1403	la dispersion	dans de nombreuses directions, et singulièrement de Plaisir, Rambouillet, Marcoussis	loc
1965-SDAURP_CE_Oct23_GPU.xml	1405	une pression inquiétante	sur les sites de Versailles, des vallées de Bièvre, de Chevreuse et les abords de la forêt de Rambouillet	loc
1965-SDAURP_CE_Oct23_GPU.xml	1406	La préservation de ces sites	ces sites	obj
1965-SDAURP_CE_Oct23_GPU.xml	1406	l'équilibre général de la région urbaine	la région urbaine	obj
1965-SDAURP_CE_Oct23_GPU.xml	1406	doivent conserver leur caractère propre de réserves naturelles	réserves naturelles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1406	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	en des lieux choisis	loc
1965-SDAURP_CE_Oct23_GPU.xml	1406	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	certains équipements culturels et de loisirs	obj
1965-SDAURP_CE_Oct23_GPU.xml	1406	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	en d'autres secteurs strictement limités	loc
1965-SDAURP_CE_Oct23_GPU.xml	1406	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	des noyaux résidentiels de faible densité	obj
1965-SDAURP_CE_Oct23_GPU.xml	1407	Les deux villes nouvelles	Les deux villes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1407	Les deux villes nouvelles	encadrées par les vallées de Bièvre et de Chevreuse	loc
1965-SDAURP_CE_Oct23_GPU.xml	1407	Les deux villes nouvelles	adossées, au nord-ouest aux Bois d'Arcy, des Clayes et de Sainte-Appoline	loc
1965-SDAURP_CE_Oct23_GPU.xml	1407	la direction nouvelle de développement	la direction nouvelle	loc
1965-SDAURP_CE_Oct23_GPU.xml	1407	les développements futurs de la rive gauche de Seine en aval de Paris	la rive gauche de Seine en aval de Paris	obj
1965-SDAURP_CE_Oct23_GPU.xml	1409	L'aménagement de la vallée de la Seine	la vallée de la Seine	obj
1965-SDAURP_CE_Oct23_GPU.xml	1409	permettra de recevoir sur des sites favorables les activités et les agglomérations nouvelles	sur des sites favorables	loc
1965-SDAURP_CE_Oct23_GPU.xml	1409	permettra de recevoir sur des sites favorables les activités et les agglomérations nouvelles	les activités et les agglomérations nouvelles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1409	la préservation de la vallée	la vallée	obj
1965-SDAURP_CE_Oct23_GPU.xml	1410	l'urbanisation de la région	la région	obj
1965-SDAURP_CE_Oct23_GPU.xml	1410	un nouveau secteur d'extension	un nouveau secteur	loc
1965-SDAURP_CE_Oct23_GPU.xml	1410	un nouveau secteur d'extension	au sud-ouest de Mantes-la-jolie	loc
1965-SDAURP_CE_Oct23_GPU.xml	1410	un nouveau secteur d'extension	entre la forêt de Rosny et la vallée de la Mauldre	loc
1965-SDAURP_CE_Oct23_GPU.xml	1412	cette ville nouvelle	cette ville	obj
1965-SDAURP_CE_Oct23_GPU.xml	1413	se trouvera alors concrétisé	L'axe régional Mantes-Melun	obj
1965-SDAURP_CE_Oct23_GPU.xml	1413	les 5 villes nouvelles	les 5 villes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1413	les 5 villes nouvelles	Mantes-sud	obj
1965-SDAURP_CE_Oct23_GPU.xml	1413	les 5 villes nouvelles	les deux villes situées entre Plaisir et Palaiseau	obj
1965-SDAURP_CE_Oct23_GPU.xml	1413	les 5 villes nouvelles	Évry	obj
1965-SDAURP_CE_Oct23_GPU.xml	1413	les 5 villes nouvelles	Lieusaint	obj
1965-SDAURP_CE_Oct23_GPU.xml	1418	un développement rapide	la vallée	obj
1965-SDAURP_CE_Oct23_GPU.xml	1425	est actuellement peu urbanisée	la boucle de Carrières	obj
1965-SDAURP_CE_Oct23_GPU.xml	1425	est actuellement peu urbanisée	en face de Poissy	loc
1965-SDAURP_CE_Oct23_GPU.xml	1427	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	petites villes de la rive gauche	obj
1965-SDAURP_CE_Oct23_GPU.xml	1427	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	les Mureaux	obj
1965-SDAURP_CE_Oct23_GPU.xml	1427	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	Elizabethville	obj
1965-SDAURP_CE_Oct23_GPU.xml	1427	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	Mézières	obj
1965-SDAURP_CE_Oct23_GPU.xml	1429	se développent les boucles de Guernes et Moisson	en aval de Mantes	loc
1965-SDAURP_CE_Oct23_GPU.xml	1429	se développent les boucles de Guernes et Moisson	les boucles de Guernes et Moisson	obj
1965-SDAURP_CE_Oct23_GPU.xml	1433	l'organisation de la région de Paris	l'axe général de la vallée de la Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1433	l'organisation de la région de Paris	la région de Paris	obj
1965-SDAURP_CE_Oct23_GPU.xml	1433	développements urbains	de part et d'autre du fleuve	loc
1965-SDAURP_CE_Oct23_GPU.xml	1433	développements urbains	sur les plateaux le bordant au nord et au sud	loc
1965-SDAURP_CE_Oct23_GPU.xml	1434	un développement modéré	la vallée elle-même et à ses abords	obj
1965-SDAURP_CE_Oct23_GPU.xml	1436	L'aménagement de la vallée	la vallée	obj
1965-SDAURP_CE_Oct23_GPU.xml	1436	urbanisations	dans son voisinage	loc
1965-SDAURP_CE_Oct23_GPU.xml	1436	l'organisation de deux fonctions	deux fonctions	obj
1965-SDAURP_CE_Oct23_GPU.xml	1436	l'organisation de deux fonctions	espaces de loisirs et de détente	obj
1965-SDAURP_CE_Oct23_GPU.xml	1436	peuvent être aménagés	les plans d'eau	obj
1965-SDAURP_CE_Oct23_GPU.xml	1436	l'organisation de deux fonctions	ports et zones industrielles directement liés à la voie d'eau	obj
1965-SDAURP_CE_Oct23_GPU.xml	1437	les sites à aménager	les sites	obj
1965-SDAURP_CE_Oct23_GPU.xml	1437	les sites à aménager	celui des boucles de Guernes et de Moisson situées en aval de Mantes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1437	pourra constituer le plus vaste ensemble de loisirs de la région de Paris	le plus vaste ensemble de loisirs de la région de Paris	obj
1965-SDAURP_CE_Oct23_GPU.xml	1438	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	Verneuil-sur-Seine et Vernouillet	obj
1965-SDAURP_CE_Oct23_GPU.xml	1438	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	Médan	obj
1965-SDAURP_CE_Oct23_GPU.xml	1438	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	Rosny	obj
1965-SDAURP_CE_Oct23_GPU.xml	1438	la réalisation d'un plan d'eau de compétition	entre Rosny et Mantes	loc
1965-SDAURP_CE_Oct23_GPU.xml	1438	la réalisation d'un plan d'eau de compétition	un plan d'eau de compétition	obj
1965-SDAURP_CE_Oct23_GPU.xml	1440	la résorption progressive des champs d'épandage d'Achères	Entre la voie ferrée et la Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1440	la résorption progressive des champs d'épandage d'Achères	champs d'épandage d'Achères	obj
1965-SDAURP_CE_Oct23_GPU.xml	1440	le développement de la station d'épuration	la station d'épuration	obj
1965-SDAURP_CE_Oct23_GPU.xml	1440	établir un secteur d'activité	un secteur d'activité	obj
1965-SDAURP_CE_Oct23_GPU.xml	1442	les développements prévus	deux secteurs : Mantes - Limay et Poissy - Carrières - Chanteloup	loc
1965-SDAURP_CE_Oct23_GPU.xml	1444	L'extension de l'agglomération de Mantes	l'agglomération de Mantes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1444	L'extension de l'agglomération de Mantes	en direction de Rosny	loc
1965-SDAURP_CE_Oct23_GPU.xml	1444	les nouveaux quartiers d'habitation	quartiers d'habitation	obj
1965-SDAURP_CE_Oct23_GPU.xml	1444	les nouveaux quartiers d'habitation	à proximité immédiate du futur ensemble de loisir	loc
1965-SDAURP_CE_Oct23_GPU.xml	1444	futur ensemble de loisir	ensemble de loisir	obj
1965-SDAURP_CE_Oct23_GPU.xml	1444	le plan d'eau aménagé	le plan d'eau	obj
1965-SDAURP_CE_Oct23_GPU.xml	1444	le plan d'eau aménagé	en bord de Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1445	Les développements de l'agglomération	l'agglomération	obj
1965-SDAURP_CE_Oct23_GPU.xml	1445	Les développements de l'agglomération	dans le secteur de Limay	loc
1965-SDAURP_CE_Oct23_GPU.xml	1446	l'extension de l'agglomération	l'agglomération	obj
1965-SDAURP_CE_Oct23_GPU.xml	1446	l'extension de l'agglomération	à l'estpar la forêt de St-Germain, au sud	loc
1965-SDAURP_CE_Oct23_GPU.xml	1446	l'extension de l'agglomération	par la forêt de St-Germain	loc
1965-SDAURP_CE_Oct23_GPU.xml	1447	le développement de cette agglomération	cette agglomération	obj
1965-SDAURP_CE_Oct23_GPU.xml	1447	sera créée	une ville nouvelle	obj
1965-SDAURP_CE_Oct23_GPU.xml	1447	sera créée	sur les coteaux de Chanteloup et une partie de la plaine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1447	la construction d'un pont	un pont	obj
1965-SDAURP_CE_Oct23_GPU.xml	1447	la construction d'un pont	sur la Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies	zones industrielles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies	en bord de Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies	au voisinage d' Achères	loc
1965-SDAURP_CE_Oct23_GPU.xml	1447	la disparition progressive des champs d'épandage	champs d'épandage	obj
1965-SDAURP_CE_Oct23_GPU.xml	1458	sont implantées	une centrale thermique	obj
1965-SDAURP_CE_Oct23_GPU.xml	1458	sont implantées	une usine à gaz	obj
1965-SDAURP_CE_Oct23_GPU.xml	1458	sont implantées	à ses limites	loc
1965-SDAURP_CE_Oct23_GPU.xml	1459	les ensembles d'immeubles collectifs construits	les ensembles d'immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GPU.xml	1461	créent un paysage agréable	un paysage agréable	obj
1965-SDAURP_CE_Oct23_GPU.xml	1461	l'autoroute de l'Ouest, la première des autoroutes construites	l'autoroute de l'Ouest	obj
1965-SDAURP_CE_Oct23_GPU.xml	1461	l'autoroute de l'Ouest, la première des autoroutes construites	la première des autoroutes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1461	a depuis longtemps accueilli des habitations de qualité	des habitations de qualité	obj
1965-SDAURP_CE_Oct23_GPU.xml	1462	ont été livrés à l'habitat	De grands domaines	loc
1965-SDAURP_CE_Oct23_GPU.xml	1462	ont été livrés à l'habitat	l'habitat	obj
1965-SDAURP_CE_Oct23_GPU.xml	1464	la future région urbaine	région urbaine	obj
1965-SDAURP_CE_Oct23_GPU.xml	1464	prolongement de Paris	Paris	obj
1965-SDAURP_CE_Oct23_GPU.xml	1464	prolongement de Paris	en direction des développements de la Seine-aval	loc
1965-SDAURP_CE_Oct23_GPU.xml	1464	développements de la Seine-aval	la Seine-aval	obj
1965-SDAURP_CE_Oct23_GPU.xml	1464	prolongement de Paris	entre les urbanisations et les villes nouvelles situées plus au nord	loc
1965-SDAURP_CE_Oct23_GPU.xml	1464	les villes nouvelles	les villes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1465	les autoroutes prévues	les autoroutes	obj
1965-SDAURP_CE_Oct23_GPU.xml	1472	L'aménagement des secteurs de la Défense et de Montesson	secteurs de la Défense et de Montesson	obj
1965-SDAURP_CE_Oct23_GPU.xml	1472	L'aménagement des secteurs de la Défense et de Montesson	sur le grand axe est-ouest de Paris	loc
1965-SDAURP_CE_Oct23_GPU.xml	1473	en cours de réalisation	La Défense	obj
1965-SDAURP_CE_Oct23_GPU.xml	1473	le premier centre important d'activité créé	le premier centre important d'activité	obj
1965-SDAURP_CE_Oct23_GPU.xml	1473	le premier centre important d'activité créé	hors de Paris	loc
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	Entre le pont de Neuilly et le Rond-Point de la Défense à Nanterre	loc
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	près du C.N.I.T.	loc
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	un ensemble d'immeubles de bureaux (45.000 emplois)	obj
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	des salles de congrès	obj
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	un hôtel	obj
1965-SDAURP_CE_Oct23_GPU.xml	1474	nouveau département des Hauts de Seine	département des Hauts de Seine	obj
1965-SDAURP_CE_Oct23_GPU.xml	1474	créer une gare de grande ligne	une gare de grande ligne	obj
1965-SDAURP_CE_Oct23_GPU.xml	1475	se créera un ensemble complexe et puissant	un ensemble complexe et puissant	obj
1965-SDAURP_CE_Oct23_GPU.xml	1475	l'aménagement de toute la partie ouest de la banlieue	toute la partie ouest de la banlieue	obj
1965-SDAURP_CE_Oct23_GPU.xml	1476	recevra des équipements régionaux	A l'ouest de la Défense et dans son prolongement	loc
1965-SDAURP_CE_Oct23_GPU.xml	1476	la création d'un ensemble universitaire et culturel	A l'ouest de la Défense et dans son prolongement	loc
1965-SDAURP_CE_Oct23_GPU.xml	1476	recevra des équipements régionaux	en face de la forêt de St-Germain	loc
1965-SDAURP_CE_Oct23_GPU.xml	1476	la création d'un ensemble universitaire et culturel	en face de la forêt de St-Germain	loc
1965-SDAURP_CE_Oct23_GPU.xml	1476	recevra des équipements régionaux	la plaine de Montesson	loc
1965-SDAURP_CE_Oct23_GPU.xml	1476	la création d'un ensemble universitaire et culturel	la plaine de Montesson	loc
1965-SDAURP_CE_Oct23_GPU.xml	1476	recevra des équipements régionaux	équipements régionaux	obj
1965-SDAURP_CE_Oct23_GPU.xml	1476	la création d'un ensemble universitaire et culturel	un ensemble universitaire et culturel	obj
1965-SDAURP_CE_Oct23_GPU.xml	1477	les opérations de la Défense et de Montesson	la Défense	obj
1965-SDAURP_CE_Oct23_GPU.xml	1477	les opérations de la Défense et de Montesson	Montesson	obj
1965-SDAURP_CE_Oct23_GPU.xml	1477	l'aménagement	agglomérations	obj
1965-SDAURP_CE_Oct23_GPU.xml	1477	une amélioration de leur équipement et de leur organisation interne	leur équipement	obj
1965-SDAURP_CE_Oct23_GPU.xml	1482	urbanisation	Les communes limitrophes de Paris, Gentilly, Ivry, et celles situées de part et d'autre de la Seine, Vitry, Maisons-Alfort, Choisy-le-Roi	obj
1965-SDAURP_CE_Oct23_GPU.xml	1484	a été peu construit	le "plateau de Villejuif"	obj
1965-SDAURP_CE_Oct23_GPU.xml	1485	la construction d'immeubles collectifs s'est développée	immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GPU.xml	1487	crée une coupure	dans cette zone	loc
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	Ces agglomérations	obj
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	Juvisy	obj
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	Savigny	obj
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	Morsang-sur-Orge	obj
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	sur les lignes d'Austerlitz	loc
1965-SDAURP_CE_Oct23_GPU.xml	1489	La création de l'autoroute du Sud	l'autoroute du Sud	obj
1965-SDAURP_CE_Oct23_GPU.xml	1489	la construction d'immeubles collectifs	immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GPU.xml	1490	développement récent	des agglomérations	obj
1965-SDAURP_CE_Oct23_GPU.xml	1490	développement récent	Créteil	obj
1965-SDAURP_CE_Oct23_GPU.xml	1490	développement récent	Bonneuil	obj
1965-SDAURP_CE_Oct23_GPU.xml	1493	son aménagement	Le secteur de Maisons-Alfort, Créteil, Bonneuil	obj
1965-SDAURP_CE_Oct23_GPU.xml	1493	son aménagement	deux centres urbains complémentaires : l'un à Bonneuil, l'autre plus important, à Créteil	loc
1965-SDAURP_CE_Oct23_GPU.xml	1493	nouveau département de Val-de-Marne	département de Val-de-Marne	obj
1965-SDAURP_CE_Oct23_GPU.xml	1493	doit accélérer la naissance d'un pôle structurateur important	un pôle structurateur important	obj
1965-SDAURP_CE_Oct23_GPU.xml	1494	est prévue	Une vaste zone industrielle	obj
1965-SDAURP_CE_Oct23_GPU.xml	1494	est prévue	dans la partie sud entre Valenton et Bonneuil	loc
1965-SDAURP_CE_Oct23_GPU.xml	1496	s'organisera	l'agglomération	obj
1965-SDAURP_CE_Oct23_GPU.xml	1496	s'organisera	sur l'ensemble aéroport d'Orly - marché d'intérêt national de Rungis	loc
1965-SDAURP_CE_Oct23_GPU.xml	1501	Les secteurs préférentiels d'urbanisation	Les secteurs préférentiels	loc
1965-SDAURP_CE_Oct23_GPU.xml	1501	Les secteurs préférentiels d'urbanisation	dans cette zone de part et d'autre de la Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1501	Les secteurs préférentiels d'urbanisation	sur les plateaux bordant la vallée	loc
1965-SDAURP_CE_Oct23_GPU.xml	1502	leur aménagement	Les lotissements du sud d'Orly	obj
1965-SDAURP_CE_Oct23_GPU.xml	1503	Les deux villes nouvelles prévues	Les deux villes nouvelles	obj
1965-SDAURP_CE_Oct23_GPU.xml	1503	Les deux villes nouvelles prévues	de part et d'autre de la Seine	loc
1965-SDAURP_CE_Oct23_GPU.xml	1506	La ville nouvelle	La ville	obj
1965-SDAURP_CE_Oct23_GPU.xml	1506	La ville nouvelle	de la rive gauche	loc
1965-SDAURP_CE_Oct23_GPU.xml	1506	a déjà été localisée	la préfecture, centre administratif du nouveau département de l'Essonne	obj
1965-SDAURP_CE_Oct23_GPU.xml	1506	a déjà été localisée	en son centre, sur Évry	loc
1965-SDAURP_CE_Oct23_GPU.xml	1508	l'amorce d'un secteur d'activités	un secteur d'activités	obj
1965-SDAURP_CE_Oct23_GPU.xml	1508	s'étendra	un secteur d'activités	obj
