|sentence|dynamic
467|Ces nouvelles opérations d’urbanisme doivent être l’occasion de développer un nouvel urbanisme de maisons individuelles dans des lotissements durables, comprenant de l’assainissement autonome, des piles à combustible et toutes sortes d’innovations à énergie positive.|1
468|Avec des navettes qui emmèneront les habitants vers des gares de RER, de chemins de fer et de transports collectifs.|0
469|La région Île-de-France est une pompe aspirante refoulante qui aspire les jeunes et refoule les gens d’âge moyen, qui sont pourtant décisifs.|0
470|Et là encore on touche la question clef de l’économie de la région.|0
471|Cette catégorie de la population est primordiale pour le développement économique régional.|0
472|En réalité, les urbains de la région parisienne ont quatre expériences différentes de la ville.|0
473|Tout d’abord une ville dense, riche en équipements, de plus en plus habitée par des gens qui ont un usage fréquent de ces équipements et de la centralité.|0
474|Deuxièmement, une ville en périphérie avec des gens qui ont un moins grand usage de la ville dense.|0
475|Une petite partie d’entre eux aimerait bien y retourner mais le prix des logements rend ce retour impossible.|0
476|La majeure partie de cette population fait un compromis entre la ville dense et la campagne.|0
477|De fait, ces gens vont de leur zone résidentielle à leur zone d’activité en voiture dont ils sont dépendants : ce compromis leur convient, même s’il revient très cher en transports.|0
478|Une troisième ville regroupe des gens qui ont quasiment choisi la ruralité et qui vont encore plus loin pour retrouver l’imaginaire néorural.|0
479|Enfin, il y a une quatrième ville, celle des grands ensembles, avec des gens qui sont pratiquement assignés à résidence.|0
480|En moyenne, 10 % de gens relèvent vraiment de la ruralité, 40 % habitent dans les parties denses ou aimeraient y habiter, 40 % de gens s’accommodent du compromis pavillonnaire et 10 % vivent dans les grands ensembles et aimeraient en sortir autant que possible.|0
481|C’est la diversité de ces expériences de la ville qu’il faut aussi prendre en compte dans un schéma régional.|0
482|Je ne néglige pas pour autant les problèmes propres de la partie centrale, Paris intra-muros, qui mérite de nouveaux investissements, en particulier les arrondissements de l’est parisien qui ont encore beaucoup de retard en termes de développement.|0
483|Mais j’attire l’attention sur la nécessité de penser ces développements, y compris en première couronne, en liaison avec la deuxième couronne.|1
484|Il faut se réjouir par exemple de ce qui se passe à Saint-Denis, qui semble être sur une voie de développement prometteur, mais n’oublions pas pour autant le nord du département.|1
485|Que s’y passera-t-il si l’on concentre le développement sur la partie la plus proche de Paris ?|1
486|Mais comment améliorer le paysage de l’Île-de-France ?|1
487|L’attractivité d’un territoire, c’est aussi sa lisibilité, l’image que l’on s’en fait.|0
488|Or, aujourd’hui, ce territoire est extrêmement confus au niveau de son paysage et de son organisation.|0
489|Ce qu’on peut essayer de faire, c’est utiliser le plus rationnellement possible les espaces disponibles.|1
490|Il faut lutter contre le mitage de l’espace.|1
491|En revanche, on n’évitera pas un certain étalement urbain parce que celui-ci correspond à une demande très forte.|1
492|Si on veut être réaliste, on va être obligé de faire face à cette demande.|0
493|À partir du moment où l’on va compter le coût carbone de nos productions agricoles, la production locale va retrouver son importance. Mais y a-t-il un avenir pour une forme d’agriculture en Île-de-France qui serait rentable mais préserverait les territoires naturels dont on a besoin ?|1
494|Je ne crois pas, d’abord, qu’il y ait une raréfaction des sols agricoles en France.|1
495|Les surfaces boisées ont augmenté pendant de nombreuses années, on a conseillé la jachère et de nombreuses zones qui étaient exploitées ne le sont plus.|1
496|Il est évident que si, au niveau mondial, une rareté alimentaire se développait, tous ces terrains deviendraient beaucoup plus utilisables et, en France, on ne manque pas d’espaces pour l’agriculture.|0
497|L’agriculture en Île-de-France est très particulière, elle n’occupe pas une grande partie de la population.|0
498|Elle peut jouer un rôle certain, non pas un rôle agroalimentaire très important mais dans les paysages et la structuration des territoires.|1
499|Il y a aussi, en Île-de-France, un certain nombre de maraîchages et de cultures de proximité qui ont un avenir.|0
500|Il y a donc une place pour l’agriculture en région Île-de-France.|0
501|Mais c’est plutôt, globalement me semble-t-il, une manière d’encadrer la ville qu’une logique de développement agricole.|0
502|M. Comment nos opérations d’intérêt national pourront-elles contribuer réellement à la stratégie de l’Île-de-France ?|1
503|Le point de départ est d’avoir un véritable schéma directeur, une véritable planification urbaine.|1
504|L’urbanisme de projet est tout à fait intéressant si l’on arrive à l’inscrire dans un cadre de planification stratégique et de management stratégique du territoire.|1
505|Une des grosses difficultés des opérations d’intérêt national, c’est qu’elles ne sont pas menées dans un cadre habilité à définir la stratégie de la région, des départements ou des territoires sur lesquels elles sont installées.|1
506|L’empilement de compétences et de responsabilités n’aide pas à clarifier les choses.|0
507|Il est faux que j’ai refusé de participer à la consultation du Grand Paris qui m’intéressait et je pense que, si mon état de santé me l’avait permis et si Christian de Portzamparc me l’avait demandé, j’aurais tenté l’aventure.|0
508|Je maintiens toutefois qu’il faut rompre avec l’idée de mettre les architectes au cœur de la réflexion sur la ville.|1
509|Les architectes n’apportent pas plus de choses que les sociologues ou les économistes.|0
510|Le formalisme — car leur réponse est avant tout formelle — n’apporte pas grand-chose.|0
511|Pour y répondre, il faut avoir une vision sur les transports.|0
512|Les réponses doivent donc venir des politiques en s’appuyant sur l’ensemble des disciplines.|0
513|Certes les équipes qui ont répondu à la consultation étaient des équipes pluridisciplinaires, mais en réalité, le travail des chercheurs n’a pas été très développé.|0
514|Par exemple, on ne trouve pas beaucoup d’analyses économiques pour régler le problème d’engorgement de la ligne 13.|0
515|Il faut avoir une vision de l’avenir — une vision qui ne soit pas strictement formelle.|1
516|Le Grand Paris a permis de communiquer sur les questions urbaines.|1
517|Tel est l’intérêt de la démarche de Nicolas Sarkozy qui a donné un coup de pouce sérieux à la question.|0
518|Quant à ce qui va être retenu, il le sera suite à une réflexion d’une autre nature.|0
519|Plus intéressante que l’idée circulaire — assez simpliste — de la RATP.|0
520|Je ne crois pas que le modèle génétique radioconcentrique à Paris soit pertinent.|0
521|Tokyo peut aussi inspirer la métropole parisienne : le développement d’une ville linéaire et circulaire mais pas radioconcentrique qui organise des micro-centralités le long d’une voie de métro.|1
522|Le schéma de Madrid est également intéressant, fondé sur l’idée du pétale qui associe des territoires périphériques et ne s’organise pas principalement par rapport au centre.|0
523|A posteriori, je ne suis pas convaincu que le pétale marcherait — à cause de problèmes de raccordement au réseau.|0
524|Le Grand 8 part d’une critique implicite du schéma directeur que Jean-Paul Huchon, président de la région Île-de-France, n’a pas pris très au sérieux.|0
525|Le schéma d’ensemble, qui prend en compte les revendications des communes du département, ressemble à un projet électoral.|0
526|Celui de la région parisienne ne prend pas en compte les grands enjeux métropolitains.|0
527|C’est dangereux du point de vue de la compétition entre métropoles.|0
528|C’est le rôle de l’État de défendre l’intérêt général, mais l’État aurait pu le faire d’une autre manière, en consultant les responsables politiques.|0
529|Schéma de principe du nouveau réseau de transport de Paris Région capitale.|0
